Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.339
Cabeza puntual retorno,Untitled 000,0.342
Celda #(F1+F2),Untitled 000,0.369
Puntual Noroeste,Untitled 000,0.319
Tubo 3,Untitled 000,0.696
NE Tubo 2,Untitled 000,0.038
NE Tubo 4,Untitled 000,0.064
Especial 1,Untitled 000,0.033
Especial 2,Untitled 000,0.038
Especial 3,Untitled 000,0.027
Especial 4,Untitled 000,0.026
Especial 5,Untitled 000,0.039
Columna #1,Untitled 000,0.301
Columna #2,Untitled 000,0.279
Columna #3,Untitled 000,0.257
Columna #4,Untitled 000,0.228
Columna #5,Untitled 000,0.197
Comp. Cola Columna,Untitled 000,0.212
Barren,Untitled 000,0.196
Barren Patios,Untitled 000,0.191
NE Tubo 1,Untitled 000,0.02
NE Tubo 5,Untitled 000,0.016
NE Tubo 6,Untitled 000,0.018
NE Tubo 7,Untitled 000,0.098
Celda # 11-A,Untitled 000,0.025
Celda # 11-B,Untitled 000,0.123
Celda # 11-C,Untitled 000,0.017
Celda #5-9,Untitled 000,0.1
