"Analyst","CD"
"Date Started","2/27/2025 1:05 AM  GMT: 2/27/2025 8:05 AM"
"Worksheet","LC003854_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"2/27/2025","1:14:12 AM","PATRON",0.9213,"","mg/L",0.1
"2/27/2025","1:14:28 AM","BLANCO",0.0041,"","mg/L",90.5
"2/27/2025","1:14:38 AM","REAGENT BLANK",0.0000,"","mg/L",55.4
"2/27/2025","1:14:52 AM","LC003854-001",0.0406,"","mg/L",3.5
"2/27/2025","1:15:04 AM","LC003854-002",0.0762,"","mg/L",2.4
"2/27/2025","1:15:16 AM","LC003854-003",0.0043,"","mg/L",21.3
"2/27/2025","1:15:28 AM","LC003854-004",0.0252,"","mg/L",7.4
"2/27/2025","1:15:42 AM","LC003854-005",0.0693,"","mg/L",0.2
"2/27/2025","1:15:50 AM","LC003854-006","OVER","R","mg/L",0.0
"2/27/2025","1:16:04 AM","PATRON",0.9121,"","mg/L",0.6
"2/27/2025","1:16:20 AM","LC003854-007",0.0887,"","mg/L",1.9
"2/27/2025","1:16:30 AM","LC003854-008",0.0961,"","mg/L",2.1
"2/27/2025","1:16:54 AM","LC003854-010",0.0879,"","mg/L",1.4
"2/27/2025","1:17:06 AM","LC003854-011",0.1553,"","mg/L",2.4
"2/27/2025","1:17:18 AM","LC003854-012",0.0660,"","mg/L",3.3
"2/27/2025","1:17:32 AM","PATRON",0.9254,"","mg/L",1.2
"2/27/2025","1:17:46 AM","LC003854-013",0.1058,"","mg/L",1.2
"2/27/2025","1:17:58 AM","LC003854-014",0.0735,"","mg/L",2.1
"2/27/2025","1:18:10 AM","LC003854-015",0.1130,"","mg/L",1.6
"2/27/2025","1:18:24 AM","LC003854-017",0.0042,"","mg/L",9.3
"2/27/2025","1:18:36 AM","LC003854-018",0.0997,"","mg/L",2.3
"2/27/2025","1:18:50 AM","PATRON",0.9265,"","mg/L",0.8
"2/27/2025","1:23:08 AM","LC003854-009",1.0290,"","mg/L",1.3
"2/27/2025","1:23:08 AM","PATRON","","","mg/L",""

"Method: Au AU ALTO (Flame)"


"2/27/2025","1:25:38 AM","LC003854-006",2.0274,"","mg/L",1.0
"2/27/2025","1:25:38 AM","PATRON","","","mg/L",""
