Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.204
Comp. Cola Columna,Untitled 000,1.14
Barren,Untitled 000,1.411
Cabeza puntual retorno,Untitled 000,2.207
Celda # 11-A,Untitled 000,0.59
Celda # 11-B,Untitled 000,0.038
Celda # 11-C,Untitled 000,0.076
Celda #5-9,Untitled 000,0.282
Celda #(F1+F2),Untitled 000,2.192
NE Tubo 1,Untitled 000,0.052
NE Tubo 2,Untitled 000,0.181
NE Tubo 4,Untitled 000,4.525
NE Tubo 5,Untitled 000,2.663
NE Tubo 6,Untitled 000,0.461
NE Tubo 7,Untitled 000,3.046
Puntual Noroeste,Untitled 000,2.336
Barren Patios,Untitled 000,1.277
Tubo 3,Untitled 000,2.101
Especial 1,Untitled 000,0.047
Especial 2,Untitled 000,0.037
Especial 3,Untitled 000,0.188
Especial 4,Untitled 000,0.668
Especial 5,Untitled 000,0.057
Especial 6,Untitled 000,0.055
Columna #1,Untitled 000,1.922
Columna #2,Untitled 000,1.837
Columna #3,Untitled 000,1.758
Columna #4,Untitled 000,1.554
Columna #5,Untitled 000,1.236
