Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.264
Comp. Cola Columna,Untitled 000,0.208
Barren,Untitled 000,0.203
Columna #1,Untitled 000,0.251
Columna #2,Untitled 000,0.235
Columna #3,Untitled 000,0.229
Columna #4,Untitled 000,0.209
Columna #5,Untitled 000,0.204
Celda # 11-A,Untitled 000,0.049
Celda # 11-B,Untitled 000,0.023
Celda # 11-C,Untitled 000,0.021
Celda #5-9,Untitled 000,0.102
NE Tubo 1,Untitled 000,0.018
Celda #(F1+F2),Untitled 000,0.02
NE Tubo 2,Untitled 000,0.037
NE Tubo 4,Untitled 000,0.335
NE Tubo 5,Untitled 000,0.105
NE Tubo 6,Untitled 000,0.031
NE Tubo 7,Untitled 000,0.321
Puntual Noroeste,Untitled 000,0.289
Barren Patios,Untitled 000,0.163
Tubo 3,Untitled 000,0.456
Especial 1,Untitled 000,0.022
Especial 2,Untitled 000,0.027
Especial 3,Untitled 000,0.341
Especial 4,Untitled 000,0.4
Especial 5,Untitled 000,0.028
