Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.116
Cabeza puntual retorno,Ag 328.07,0.133
Celda #(F1+F2),Ag 328.07,0.127
Puntual Noroeste,Ag 328.07,0.126
Tubo 3,Ag 328.07,0.199
NE Tubo 2,Ag 328.07,0.023
NE Tubo 4,Ag 328.07,0.017
Especial 1,Ag 328.07,0.046
Especial 2,Ag 328.07,0.054
Especial 3,Ag 328.07,0.031
Especial 4,Ag 328.07,0.049
Especial 5,Ag 328.07,0.043
Comp. Cola Columna,Ag 328.07,0.107
Barren,Ag 328.07,0.134
Barren Patios,Ag 328.07,0.135
NE Tubo 1,Ag 328.07,0.55
NE Tubo 5,Ag 328.07,0.014
NE Tubo 6,Ag 328.07,0.01
NE Tubo 7,Ag 328.07,0.176
Celda # 11-A,Ag 328.07,0.017
Celda # 11-B,Ag 328.07,0.015
Celda # 11-C,Ag 328.07,0.037
Celda # 6-F2,Ag 328.07,0.168
Celda #5-9,Ag 328.07,0.042
