Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.12
Cabeza puntual retorno,Au 242.80,0.118
Celda #(F1+F2),Au 242.80,0.12
Puntual Noroeste,Au 242.80,0.12
Barren Patios,Au 242.80,0.011
Tubo 3,Au 242.80,0.168
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.008
Celda # 11-A,Au 242.80,0.085
Celda # 11-B,Au 242.80,0.032
Celda # 11-C,Au 242.80,0.016
Celda # 6-F2,Au 242.80,0.03
Celda #5-9,Au 242.80,0.014
NE Tubo 1,Au 242.80,0.003
NE Tubo 2,Au 242.80,0.119
NE Tubo 4,Au 242.80,0.07
NE Tubo 5,Au 242.80,0.065
NE Tubo 6,Au 242.80,0.125
NE Tubo 7,Au 242.80,0.05
Especial 1,Au 242.80,0.049
Especial 2,Au 242.80,0.036
Especial 3,Au 242.80,0.076
Especial 4,Au 242.80,0.065
Especial 5,Au 242.80,0.044
