Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.139
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.018
Cabeza puntual retorno,Au 242.80,0.137
Celda # 11-A,Au 242.80,0.161
Celda # 11-B,Au 242.80,0.086
Celda # 11-C,Au 242.80,0.074
Celda # 6-F2,Au 242.80,0.035
Celda #5-9,Au 242.80,0.029
Celda #(F1+F2),Au 242.80,0.151
NE Tubo 1,Au 242.80,0.015
NE Tubo 2,Au 242.80,0.072
NE Tubo 4,Au 242.80,0.28
NE Tubo 5,Au 242.80,0.259
NE Tubo 6,Au 242.80,0.177
NE Tubo 7,Au 242.80,0.073
Puntual Noroeste,Au 242.80,0.173
Barren Patios,Au 242.80,0.018
Tubo 3,Au 242.80,0.189
Especial 1,Au 242.80,0.03
Especial 2,Au 242.80,0.024
Especial 3,Au 242.80,0.151
Especial 4,Au 242.80,0.141
Especial 5,Au 242.80,0.02
