Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.131
Comp. Cola Columna,Untitled 000,0.078
Barren,Untitled 000,0.077
Cabeza puntual retorno,Untitled 000,0.125
Celda # 11-A,Untitled 000,0.052
Celda # 11-B,Untitled 000,0.09
Celda # 11-C,Untitled 000,0.289
Celda # 6-F2,Untitled 000,0.355
Celda #5-9,Untitled 000,0.057
Celda #(F1+F2),Untitled 000,0.129
NE Tubo 1,Untitled 000,0.019
NE Tubo 2,Untitled 000,0.03
NE Tubo 4,Untitled 000,0.123
NE Tubo 5,Untitled 000,0.035
NE Tubo 6,Untitled 000,0.083
NE Tubo 7,Untitled 000,0.111
Puntual Noroeste,Untitled 000,0.127
Barren Patios,Untitled 000,0.068
Tubo 3,Untitled 000,0.164
Especial 1,Untitled 000,0.036
Especial 2,Untitled 000,0.021
Especial 3,Untitled 000,0.028
Especial 4,Untitled 000,0.031
Especial 5,Untitled 000,0.297
ESPECIAL 6,Untitled 000,0.51
