Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.64
Comp. Cola Columna,Untitled 000,0.247
Barren,Untitled 000,0.282
Cabeza puntual retorno,Untitled 000,0.601
Columna #1,Untitled 000,0.544
Columna #2,Untitled 000,0.479
Columna #3,Untitled 000,0.407
Columna #4,Untitled 000,0.337
Columna #5,Untitled 000,0.277
Celda # 11-A,Untitled 000,0.159
Celda # 11-B,Untitled 000,0.045
Celda # 11-C,Untitled 000,0.037
Celda #5-9,Untitled 000,0.202
Celda #(F1+F2),Untitled 000,0.846
NE Tubo 1,Untitled 000,0.033
NE Tubo 2,Untitled 000,0.923
NE Tubo 4,Untitled 000,0.118
NE Tubo 5,Untitled 000,0.661
NE Tubo 6,Untitled 000,2.447
NE Tubo 7,Untitled 000,0.352
Puntual Noroeste,Untitled 000,0.878
Barren Patios,Untitled 000,0.301
Tubo 3,Untitled 000,0.774
Especial 1,Untitled 000,0.143
Especial 2,Untitled 000,0.049
Especial 3,Untitled 000,0.121
Especial 4,Untitled 000,0.263
Especial 5,Untitled 000,0.054
