Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.495
Cabeza puntual retorno,Ag 328.07,0.492
Celda #(F1+F2),Ag 328.07,0.515
Puntual Noroeste,Ag 328.07,0.700
Tubo 3,Ag 328.07,0.725
Comp. Cola Columna,Ag 328.07,0.273
Barren,Ag 328.07,0.298
Celda # 11-A,Ag 328.07,0.023
Celda # 11-B,Ag 328.07,0.029
Celda # 11-C,Ag 328.07,0.018
Celda #5-9,Ag 328.07,0.035
NE Tubo 1,Ag 328.07,0.461
NE Tubo 2,Ag 328.07,0.052
NE Tubo 4,Ag 328.07,1.280
NE Tubo 5,Ag 328.07,0.839
NE Tubo 6,Ag 328.07,1.138
NE Tubo 7,Ag 328.07,0.699
Barren Patios,Ag 328.07,0.248
Especial 1,Ag 328.07,0.049
Especial 2,Ag 328.07,0.052
Especial 3,Ag 328.07,0.030
Especial 4,Ag 328.07,0.039
Especial 5,Ag 328.07,0.040
Columna #1,Ag 328.07,0.440
Columna #2,Ag 328.07,0.398
Columna #3,Ag 328.07,0.357
Columna #4,Ag 328.07,0.281
Columna #5,Ag 328.07,0.219
