"Analyst",""
"Date Started","9/28/2024 12:15 PM  GMT: 9/28/2024 7:15 PM"
"Worksheet","EXP000105-RCK_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"9/28/2024","12:18:38 PM","BLANCO",-0.0607,"","mg/L"
"9/28/2024","12:18:48 PM","REAGENT BLANK",0.0000,"","mg/L"
"9/28/2024","12:20:40 PM","EXP000105-006",0.0746,"","mg/L"
"9/28/2024","12:21:40 PM","PATRON",0.9153,"","mg/L"
"9/28/2024","12:22:22 PM","EXP000105-008",0.4134,"","mg/L"
"9/28/2024","12:22:40 PM","EXP000105-009",0.0140,"","mg/L"
"9/28/2024","12:23:24 PM","EXP000105-012",0.1602,"","mg/L"
"9/28/2024","12:24:02 PM","EXP000105-013",0.1528,"","mg/L"
"9/28/2024","12:24:20 PM","EXP000105-014",0.4000,"","mg/L"
"9/28/2024","12:24:42 PM","EXP000105-015",0.1130,"","mg/L"
"9/28/2024","12:31:22 PM","PATRON",0.9222,"","mg/L"
"9/28/2024","12:33:58 PM","EXP000105-016",0.0574,"","mg/L"
"9/28/2024","12:34:16 PM","EXP000105-017",-0.0061,"","mg/L"
"9/28/2024","12:37:12 PM","PATRON",0.9078,"","mg/L"
"9/28/2024","12:37:38 PM","EXP000105-018",0.2318,"","mg/L"
"9/28/2024","12:38:16 PM","EXP000105-020",0.0908,"","mg/L"
"9/28/2024","12:38:50 PM","EXP000105-022",0.2743,"","mg/L"
"9/28/2024","12:39:06 PM","EXP000105-023",0.2042,"","mg/L"
"9/28/2024","12:39:24 PM","EXP000105-024",0.4629,"","mg/L"
"9/28/2024","12:40:12 PM","PATRON",0.9038,"","mg/L"
"9/28/2024","12:40:30 PM","BLANCO",-0.0134,"","mg/L"
"9/28/2024","12:40:40 PM","REAGENT BLANK",0.0000,"","mg/L"
"9/28/2024","12:43:44 PM","EXP000105-001",0.0524,"","mg/L"
"9/28/2024","12:44:16 PM","EXP000105-003",0.3775,"","mg/L"
"9/28/2024","12:44:48 PM","EXP000105-005",0.0844,"","mg/L"
"9/28/2024","12:45:10 PM","EXP000105-007",0.1069,"","mg/L"
"9/28/2024","12:45:26 PM","EXP000105-010",0.0650,"","mg/L"
"9/28/2024","12:45:42 PM","EXP000105-011",0.0043,"","mg/L"
"9/28/2024","12:46:16 PM","PATRON",0.8836,"","mg/L"
"9/28/2024","12:46:34 PM","EXP000105-002",0.0021,"","mg/L"
"9/28/2024","12:49:10 PM","EXP000105-019",0.0721,"","mg/L"
"9/28/2024","12:49:28 PM","EXP000105-021",0.3801,"","mg/L"
"9/29/2024","1:42:20 AM","BLANCO REACTIVO REAG",-0.0029,"","mg/L"
"9/29/2024","1:43:08 AM","EXP000105-004",0.1376,"","mg/L"
"9/29/2024","1:43:08 AM","Muestra 035","","","mg/L"

"Method: Au AU ALTO (Flame)"

