Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.47
Comp. Cola Columna,Untitled 000,0.336
Barren,Untitled 000,0.312
Cabeza puntual retorno,Untitled 000,0.502
Celda # 11-A,Untitled 000,0.186
Celda # 11-B,Untitled 000,0.564
Celda # 11-C,Untitled 000,0.028
Celda #5-9,Untitled 000,1.138
Celda #(F1+F2),Untitled 000,0.466
NE Tubo 1,Untitled 000,0.03
NE Tubo 2,Untitled 000,0.585
NE Tubo 4,Untitled 000,0.105
NE Tubo 5,Untitled 000,0.02
NE Tubo 6,Untitled 000,0.021
NE Tubo 7,Untitled 000,0.345
Puntual Noroeste,Untitled 000,0.395
Tubo 3,Untitled 000,0.686
Especial 1,Untitled 000,1.436
Especial 2,Untitled 000,0.084
Especial 3,Untitled 000,0.043
Especial 4,Untitled 000,0.043
Especial 5,Untitled 000,0.302
Especial 6,Untitled 000,0.023
Columna #1,Untitled 000,0.471
Columna #2,Untitled 000,0.443
Columna #3,Untitled 000,0.377
Columna #5,Untitled 000,0.295
