Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.453
Cabeza puntual retorno,Untitled 000,0.409
Celda #(F1+F2),Untitled 000,0.416
Puntual Noroeste,Untitled 000,0.465
Tubo 3,Untitled 000,0.409
NE Tubo 2,Untitled 000,0.131
NE Tubo 4,Untitled 000,1.33
Especial 1,Untitled 000,0.208
Especial 2,Untitled 000,0.284
Especial 3,Untitled 000,0.102
Especial 4,Untitled 000,0.124
Especial 5,Untitled 000,0.212
Columna #1,Untitled 000,0.394
Columna #2,Untitled 000,0.39
Columna #3,Untitled 000,0.369
Columna #4,Untitled 000,0.319
Columna #5,Untitled 000,0.261
Comp. Cola Columna,Untitled 000,0.258
Barren,Untitled 000,0.272
Barren Patios,Untitled 000,0.257
NE Tubo 1,Untitled 000,0.024
NE Tubo 5,Untitled 000,0.778
NE Tubo 6,Untitled 000,0.121
NE Tubo 7,Untitled 000,0.097
Celda # 11-A,Untitled 000,0.765
Celda # 11-B,Untitled 000,0.086
Celda # 11-C,Untitled 000,0.026
Celda #5-9,Untitled 000,0.269
