Analyst,,,,,,
Date Started,8/27/2025 3:06 AM  GMT: 8/27/2025 10:06 AM,,,,,
Worksheet,LC005232_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
8/27/2025,3:19:04 AM,PATRON,0.8773,,mg/L,1
8/27/2025,3:19:24 AM,BLANCO,-0.0058,,mg/L,13.9
8/27/2025,3:19:34 AM,REAGENT BLANK,0,,mg/L,12.5
8/27/2025,3:19:48 AM,LC005232-001,0.1073,,mg/L,1.3
8/27/2025,3:20:10 AM,LC005232-002,0.8371,,mg/L,0.8
8/27/2025,3:20:24 AM,LC005232-003,0.0005,,mg/L,63.3
8/27/2025,3:20:38 AM,LC005232-004,0.1877,,mg/L,0.3
8/27/2025,3:20:52 AM,LC005232-005,0.1564,,mg/L,0.6
8/27/2025,3:21:06 AM,LC005232-006,0.0007,,mg/L,>100
8/27/2025,3:23:24 AM,PATRON,0.8847,,mg/L,1.3
8/27/2025,3:23:48 AM,LC005232-007,0.2276,,mg/L,0.9
8/27/2025,3:24:02 AM,LC005232-008,0.1116,,mg/L,1.4
8/27/2025,3:24:16 AM,LC005232-009,0.0499,,mg/L,2.3
8/27/2025,3:24:32 AM,LC005232-010,0.0313,,mg/L,4.4
8/27/2025,3:24:46 AM,LC005232-011,0.3471,,mg/L,0.7
8/27/2025,3:24:58 AM,LC005232-012,0.1059,,mg/L,0.7
8/27/2025,3:25:14 AM,PATRON,0.8761,,mg/L,1.1
8/27/2025,3:25:30 AM,LC005232-013,0.05,,mg/L,1.4
8/27/2025,3:25:42 AM,LC005232-014,0.0004,,mg/L,>100
8/27/2025,3:25:56 AM,LC005232-015,0.0848,,mg/L,2
8/27/2025,3:26:12 AM,LC005232-016,0.0939,,mg/L,1.2
8/27/2025,3:26:26 AM,LC005232-017,0.0328,,mg/L,7.9
8/27/2025,3:26:40 AM,LC005232-018,0.0496,,mg/L,4.1
8/27/2025,3:29:08 AM,PATRON,0.891,,mg/L,0.5
8/27/2025,3:29:24 AM,LC005232-019,0.1159,,mg/L,1.9
8/27/2025,3:29:36 AM,LC005232-020,0.1243,,mg/L,1.2
8/27/2025,3:29:52 AM,PATRON,0.8861,,mg/L,0.6
8/27/2025,3:30:04 AM,BLANCO,0.0002,,mg/L,>100
8/27/2025,3:30:12 AM,REAGENT BLANK,0,,mg/L,65.3
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
