Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.146
Cabeza puntual retorno,Au 242.80,0.146
Celda # 11-A,Au 242.80,0.046
Celda # 11-B,Au 242.80,0.124
Celda # 11-C,Au 242.80,0.039
Celda # 6-F2,Au 242.80,0.034
Celda #5-9,Au 242.80,0.032
Celda #(F1+F2),Au 242.80,0.147
NE Tubo 2,Au 242.80,0.111
NE Tubo 4,Au 242.80,0.098
NE Tubo 5,Au 242.80,0.01
NE Tubo 6,Au 242.80,0.022
NE Tubo 7,Au 242.80,0.155
Puntual Noroeste,Au 242.80,0.152
Tubo 3,Au 242.80,0.183
Especial 1,Au 242.80,0.094
Especial 2,Au 242.80,0.102
Especial 3,Au 242.80,0.012
Especial 4,Au 242.80,0.009
Especial 5,Au 242.80,0.087
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.008
NE Tubo 1,Au 242.80,0.001
Barren Patios,Au 242.80,0.012
