Analyst,,,,,,
Date Started,3/16/2025 10:57 PM  GMT: 3/17/2025 5:57 AM,,,,,
Worksheet,LC004008_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
3/16/2025,11:04:40 PM,BLANCO,0.0041,,mg/L,44.8
3/16/2025,11:04:54 PM,REAGENT BLANK,0,,mg/L,51.3
3/16/2025,11:05:08 PM,LC004008-001,0.1669,,mg/L,1.4
3/16/2025,11:05:34 PM,LC004008-003,0.5173,,mg/L,0.8
3/16/2025,11:06:02 PM,LC004008-005,0.5562,,mg/L,0.8
3/16/2025,11:06:14 PM,LC004008-006,0.0834,,mg/L,0.8
3/16/2025,11:11:10 PM,PATRON,0.874,,mg/L,0.8
3/16/2025,11:11:44 PM,LC004008-007,0.1404,,mg/L,0.4
3/16/2025,11:11:56 PM,LC004008-008,0.0732,,mg/L,1.9
3/16/2025,11:12:12 PM,LC004008-009,0.1792,,mg/L,0.9
3/16/2025,11:12:26 PM,LC004008-010,0.1793,,mg/L,0.6
3/16/2025,11:12:40 PM,LC004008-011,0.0933,,mg/L,1.1
3/16/2025,11:12:52 PM,LC004008-012,0.0081,,mg/L,21.8
3/16/2025,11:13:26 PM,PATRON,0.8733,,mg/L,0.8
3/16/2025,11:13:46 PM,LC004008-013,0.2367,,mg/L,1.5
3/16/2025,11:14:10 PM,LC004008-014,0.0039,,mg/L,20.8
3/16/2025,11:14:24 PM,LC004008-015,0.1889,,mg/L,0.3
3/16/2025,11:14:36 PM,LC004008-016,0.1844,,mg/L,0.9
3/16/2025,11:14:50 PM,LC004008-017,0.1242,,mg/L,1.2
3/16/2025,11:15:04 PM,LC004008-018,0.0956,,mg/L,0.7
3/16/2025,11:17:34 PM,PATRON,0.8781,,mg/L,0.4
3/16/2025,11:17:50 PM,LC004008-019,0.1578,,mg/L,0.5
3/16/2025,11:18:04 PM,LC004008-020,0.0035,,mg/L,38.8
3/16/2025,11:18:18 PM,PATRON,0.8794,,mg/L,1.6
3/16/2025,11:18:30 PM,BLANCO,0.0036,,mg/L,59.7
3/16/2025,11:18:40 PM,REAGENT BLANK,0,,mg/L,36
3/17/2025,12:05:12 AM,LC004008-002,0.5104,,mg/L,0.7
3/17/2025,12:07:08 AM,PATRON,0.8774,,mg/L,0.1
3/17/2025,12:12:14 AM,LC004008-004,0.4673,,mg/L,0.3
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
