Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.115
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.114
Celda # 11-A,Au 242.80,0.067
Celda # 11-B,Au 242.80,0.023
Celda # 11-C,Au 242.80,0.016
Celda # 6-F2,Au 242.80,0.036
Celda #5-9,Au 242.80,0.024
Celda #(F1+F2),Au 242.80,0.117
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.116
NE Tubo 4,Au 242.80,0.053
NE Tubo 5,Au 242.80,0.050 
NE Tubo 6,Au 242.80,0.114
NE Tubo 7,Au 242.80,0.051
Puntual Noroeste,Au 242.80,0.119
Barren Patios,Au 242.80,0.010 
Tubo 3,Au 242.80,0.165
Especial 1,Au 242.80,0.056
Especial 2,Au 242.80,0.038
Especial 3,Au 242.80,0.063
Especial 4,Au 242.80,0.041
Especial 5,Au 242.80,0.041
Especial 6,Au 242.80,0.005
