Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.12
Cabeza puntual retorno,Au 242.80,0.118
Celda #(F1+F2),Au 242.80,0.126
Puntual Noroeste,Au 242.80,0.059
Tubo 3,Au 242.80,0.051
NE Tubo 2,Au 242.80,0.237
NE Tubo 4,Au 242.80,0.016
Especial 1,Au 242.80,0.303
Especial 2,Au 242.80,0.032
Especial 3,Au 242.80,0.027
Especial 4,Au 242.80,0.006
Especial 5,Au 242.80,0.089
Columna #1,Au 242.80,0.047
Columna #2,Au 242.80,0.017
Columna #3,Au 242.80,0.011
Columna #4,Au 242.80,0.009
Columna #5,Au 242.80,0.007
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.007
Barren Patios,Au 242.80,0.008
Barren 2,Au 242.80,0.006
NE Tubo 1,Au 242.80,0.006
NE Tubo 5,Au 242.80,0.014
NE Tubo 6,Au 242.80,0.029
NE Tubo 7,Au 242.80,0.01
Celda # 11-A,Au 242.80,0.056
Celda # 11-B,Au 242.80,0.026
Celda # 11-C,Au 242.80,0.028
Celda #5-9,Au 242.80,0.03
