Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.059
Cabeza puntual retorno,Au 242.80,0.06
Celda #(F1+F2),Au 242.80,0.072
Puntual Noroeste,Au 242.80,0.078
Tubo 3,Au 242.80,0.048
NE Tubo 2,Au 242.80,0.124
NE Tubo 4,Au 242.80,0.056
Especial 1,Au 242.80,0.044
Especial 2,Au 242.80,0.048
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0.006
Especial 5,Au 242.80,0.01
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.011
Barren Patios,Au 242.80,0.007
NE Tubo 1,Au 242.80,0.069
NE Tubo 5,Au 242.80,0.08
NE Tubo 6,Au 242.80,0.103
NE Tubo 7,Au 242.80,0.089
Celda # 11-A,Au 242.80,0.006
Celda # 11-B,Au 242.80,0.007
Celda # 11-C,Au 242.80,0.012
Celda # 6-F2,Au 242.80,0.067
Celda #5-9,Au 242.80,0.032
