Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.121
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.008
Cabeza puntual retorno,Au 242.80,0.124
Celda # 11-A,Au 242.80,0.052
Celda # 11-B,Au 242.80,0.027
Celda # 11-C,Au 242.80,0.027
Celda # 6-F2,Au 242.80,0.456
Celda #5-9,Au 242.80,0.031
Celda #(F1+F2),Au 242.80,0.129
NE Tubo 1,Au 242.80,0.008
NE Tubo 2,Au 242.80,0.233
NE Tubo 4,Au 242.80,0.025
NE Tubo 5,Au 242.80,0.02
NE Tubo 6,Au 242.80,0.034
NE Tubo 7,Au 242.80,0.008
Puntual Noroeste,Au 242.80,0.057
Barren Patios,Au 242.80,0.009
Tubo 3,Au 242.80,0.066
Especial 1,Au 242.80,0.281
Especial 2,Au 242.80,0.055
Especial 3,Au 242.80,0.021
Especial 4,Au 242.80,0.009
Especial 5,Au 242.80,0.081
