Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.057
Cabeza puntual retorno,Au 242.80,0.058
Celda #(F1+F2),Au 242.80,0.065
Puntual Noroeste,Au 242.80,0.067
Tubo 3,Au 242.80,0.052
NE Tubo 2,Au 242.80,0.068
NE Tubo 4,Au 242.80,0.062
Especial 1,Au 242.80,0.027
Especial 2,Au 242.80,0.029
Especial 3,Au 242.80,0.004
Especial 4,Au 242.80,0.002
Especial 5,Au 242.80,0.002
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.006
Barren Patios,Au 242.80,0.01
NE Tubo 1,Au 242.80,0.03
NE Tubo 5,Au 242.80,0.086
NE Tubo 6,Au 242.80,0.106
NE Tubo 7,Au 242.80,0.088
Celda # 11-A,Au 242.80,0.006
Celda # 11-B,Au 242.80,0.007
Celda # 11-C,Au 242.80,0.002
Celda # 6-F2,Au 242.80,0.038
Celda #5-9,Au 242.80,0.032
