Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.438
Comp. Cola Columna,Untitled 000,0.292
Barren,Untitled 000,0.274
Cabeza puntual retorno,Untitled 000,0.431
Celda # 11-A,Untitled 000,0.801
Celda # 11-B,Untitled 000,0.104
Celda # 11-C,Untitled 000,0.028
Celda #5-9,Untitled 000,0.329
Celda #(F1+F2),Untitled 000,0.409
NE Tubo 1,Untitled 000,0.029
NE Tubo 2,Untitled 000,0.134
NE Tubo 4,Untitled 000,1.255
NE Tubo 5,Untitled 000,0.786
NE Tubo 6,Untitled 000,0.101
NE Tubo 7,Untitled 000,0.09
Puntual Noroeste,Untitled 000,0.409
Tubo 3,Untitled 000,0.357
Especial 1,Untitled 000,0.229
Especial 2,Untitled 000,0.313
Especial 3,Untitled 000,0.098
Especial 4,Untitled 000,0.104
Especial 5,Untitled 000,0.236
