Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.923
Comp. Cola Columna,Untitled 000,1.066
Barren,Untitled 000,1.109
Cabeza puntual retorno,Untitled 000,2.029
Celda # 11-A,Untitled 000,0.309
Celda # 11-B,Untitled 000,0.045
Celda # 11-C,Untitled 000,0.029
Celda #5-9,Untitled 000,0.723
Celda #(F1+F2),Untitled 000,2.286
NE Tubo 1,Untitled 000,0.045
NE Tubo 2,Untitled 000,1.253
NE Tubo 4,Untitled 000,2.627
NE Tubo 5,Untitled 000,1.661
NE Tubo 6,Untitled 000,2.668
NE Tubo 7,Untitled 000,0.434
Puntual Noroeste,Untitled 000,2.231
Barren Patios,Untitled 000,1.13
Tubo 3,Untitled 000,2.439
Especial 1,Untitled 000,0.142
Especial 2,Untitled 000,0.036
Especial 3,Untitled 000,0.354
Especial 4,Untitled 000,1.446
Especial 5,Untitled 000,0.069
Especial 6,Untitled 000,0.019
Columna #1,Untitled 000,1.796
Columna #2,Untitled 000,1.623
Columna #3,Untitled 000,1.448
Columna #4,Untitled 000,1.291
Columna #5,Untitled 000,1.106
