Analyst,,,,,,
Date Started,9/19/2025 4:40 AM  GMT: 9/19/2025 11:40 AM,,,,,
Worksheet,LC005383_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
9/19/2025,4:49:08 AM,PATRON,0.9179,,mg/L,0.4
9/19/2025,4:49:20 AM,BLANCO,0.0113,,mg/L,29.6
9/19/2025,4:49:28 AM,REAGENT BLANK,0,,mg/L,16.7
9/19/2025,4:50:10 AM,LC005383-001,1.4173,,mg/L,0.1
9/19/2025,4:50:22 AM,LC005383-002,0.1009,,mg/L,2
9/19/2025,4:50:36 AM,LC005383-003,0.1055,,mg/L,0.7
9/19/2025,4:50:50 AM,LC005383-004,0.108,,mg/L,0.4
9/19/2025,4:51:04 AM,LC005383-005,0.3446,,mg/L,0.9
9/19/2025,4:51:18 AM,LC005383-006,0.113,,mg/L,0.2
9/19/2025,4:51:32 AM,PATRON,0.8937,,mg/L,0.1
9/19/2025,4:51:50 AM,LC005383-007,0.3144,,mg/L,0.6
9/19/2025,4:52:02 AM,LC005383-008,0.007,,mg/L,7.6
9/19/2025,4:52:16 AM,LC005383-009,0.0571,,mg/L,2.9
9/19/2025,4:52:30 AM,LC005383-010,0.214,,mg/L,0.9
9/19/2025,4:52:46 AM,LC005383-011,0.0072,,mg/L,28.4
9/19/2025,4:53:00 AM,LC005383-012,0.1212,,mg/L,0.6
9/19/2025,4:53:14 AM,PATRON,0.8932,,mg/L,0.9
9/19/2025,4:53:28 AM,LC005383-013,0.0651,,mg/L,2.3
9/19/2025,4:53:42 AM,LC005383-014,0.1422,,mg/L,0.3
9/19/2025,4:53:54 AM,LC005383-015,0.4528,,mg/L,0.6
9/19/2025,4:54:08 AM,LC005383-016,0.008,,mg/L,16.6
9/19/2025,4:54:22 AM,LC005383-017,0.8379,,mg/L,0.6
9/19/2025,4:54:34 AM,LC005383-018,0.0773,,mg/L,0.6
9/19/2025,4:54:48 AM,PATRON,0.9001,,mg/L,0.3
9/19/2025,4:55:02 AM,LC005383-019,0.1484,,mg/L,1.1
9/19/2025,4:55:14 AM,LC005383-020,0.1469,,mg/L,0.7
9/19/2025,4:55:28 AM,LC005383-021,0.4309,,mg/L,0.1
9/19/2025,4:55:48 AM,PATRON,0.8885,,mg/L,1
9/19/2025,4:56:00 AM,BLANCO,0.0135,,mg/L,21.7
9/19/2025,4:56:10 AM,REAGENT BLANK,0,,mg/L,15.4
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
