Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.07
Cabeza puntual retorno,Au 242.80,0.074
Celda #(F1+F2),Au 242.80,0.082
Puntual Noroeste,Au 242.80,0.061
Tubo 3,Au 242.80,0.044
NE Tubo 2,Au 242.80,0.103
NE Tubo 4,Au 242.80,0.042
Especial 1,Au 242.80,0.023
Especial 2,Au 242.80,0.054
Especial 3,Au 242.80,0.007
Especial 4,Au 242.80,0.007
Especial 5,Au 242.80,0.022
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.011
Barren Patios,Au 242.80,0.007
NE Tubo 1,Au 242.80,0.287
NE Tubo 5,Au 242.80,0.028
NE Tubo 6,Au 242.80,0.034
NE Tubo 7,Au 242.80,0.019
Celda # 11-A,Au 242.80,0.005
Celda # 11-B,Au 242.80,0.01
Celda # 11-C,Au 242.80,0.004
Celda # 6-F2,Au 242.80,0.153
Celda #5-9,Au 242.80,0.027
