Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.163
Comp. Cola Columna,Untitled 000,1.219
Barren,Untitled 000,1.185
Cabeza puntual retorno,Untitled 000,2.125
Celda # 11-A,Untitled 000,0.144
Celda # 11-B,Untitled 000,0.065
Celda # 11-C,Untitled 000,0.034
Celda # 6-F2,Untitled 000,0.039
Celda #5-9,Untitled 000,0.644
Celda #(F1+F2),Untitled 000,2.502
NE Tubo 1,Untitled 000,0.052
NE Tubo 2,Untitled 000,1.952
NE Tubo 4,Untitled 000,2.119
NE Tubo 5,Untitled 000,0.632
NE Tubo 6,Untitled 000,3.874
NE Tubo 7,Untitled 000,0.399
Puntual Noroeste,Untitled 000,2.412
Barren Patios,Untitled 000,1.515
Tubo 3,Untitled 000,3.014
Especial 1,Untitled 000,0.141
Especial 2,Untitled 000,0.062
Especial 3,Untitled 000,0.114
Especial 4,Untitled 000,0.373
Especial 5,Untitled 000,0.071
Especial 6,Untitled 000,0.026
