Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.369
Cabeza puntual retorno,Untitled 000,0.380
Celda #(F1+F2),Untitled 000,0.388
Puntual Noroeste,Untitled 000,0.442
Tubo 3,Untitled 000,0.338
Comp. Cola Columna,Untitled 000,0.281
Barren,Untitled 000,0.268
Celda # 11-A,Untitled 000,0.038
Celda # 11-B,Untitled 000,0.022
Celda # 11-C,Untitled 000,0.018
Celda #5-9,Untitled 000,0.017
NE Tubo 1,Untitled 000,0.050
NE Tubo 2,Untitled 000,0.156
NE Tubo 4,Untitled 000,0.586
NE Tubo 5,Untitled 000,0.378
NE Tubo 6,Untitled 000,0.513
NE Tubo 7,Untitled 000,0.613
Barren Patios,Untitled 000,0.231
Especial 1,Untitled 000,0.031
Especial 2,Untitled 000,0.027
Especial 3,Untitled 000,0.024
Especial 4,Untitled 000,0.022
Especial 5,Untitled 000,0.015
Columna #1,Untitled 000,0.319
Columna #2,Untitled 000,0.316
Columna #3,Untitled 000,0.293
Columna #4,Untitled 000,0.280
Columna #5,Untitled 000,0.266
