Analyst,,,,,,
Date Started,7/10/2025 4:51 AM  GMT: 7/10/2025 11:51 AM,,,,,
Worksheet,LC004916_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
7/10/2025,5:15:40 AM,PATRON,0.9137,,mg/L,0.9
7/10/2025,5:15:52 AM,BLANCO,0.0026,,mg/L,29.7
7/10/2025,5:16:02 AM,REAGENT BLANK,0,,mg/L,68.9
7/10/2025,5:16:18 AM,LC004916-001,0.0018,,mg/L,25.7
7/10/2025,5:16:32 AM,LC004916-002,0.1356,,mg/L,0.9
7/10/2025,5:16:44 AM,LC004916-003,0.2805,,mg/L,0.4
7/10/2025,5:16:58 AM,LC004916-004,0.2927,,mg/L,0.6
7/10/2025,5:17:14 AM,LC004916-005,0.1875,,mg/L,0.6
7/10/2025,5:17:32 AM,LC004916-006,0.184,,mg/L,1
7/10/2025,5:17:46 AM,PATRON,0.9086,,mg/L,0.3
7/10/2025,5:18:02 AM,LC004916-007,0.1544,,mg/L,1.2
7/10/2025,5:18:20 AM,LC004916-008,0.0069,,mg/L,18.6
7/10/2025,5:18:34 AM,LC004916-009,0.1265,,mg/L,0.6
7/10/2025,5:18:50 AM,LC004916-010,0.0531,,mg/L,1.8
7/10/2025,5:19:08 AM,LC004916-011,0.0523,,mg/L,1.5
7/10/2025,5:19:24 AM,LC004916-012,0.055,,mg/L,0.9
7/10/2025,5:19:38 AM,PATRON,0.9185,,mg/L,1
7/10/2025,5:19:52 AM,LC004916-013,0.0617,,mg/L,2.3
7/10/2025,5:20:08 AM,LC004916-014,0.0619,,mg/L,2.3
7/10/2025,5:20:22 AM,LC004916-015,0.0095,,mg/L,6.4
7/10/2025,5:20:42 AM,LC004916-016,0.0863,,mg/L,1.1
7/10/2025,5:20:56 AM,LC004916-017,0.1943,,mg/L,0.1
7/10/2025,5:21:14 AM,LC004916-018,0.0908,,mg/L,1.3
7/10/2025,5:22:44 AM,PATRON,0.8965,,mg/L,1
7/10/2025,5:23:02 AM,LC004916-019,0.1163,,mg/L,0.2
7/10/2025,5:23:14 AM,LC004916-020,0.0349,,mg/L,2.5
7/10/2025,5:23:30 AM,LC004916-021,0.3332,,mg/L,0.8
7/10/2025,5:23:46 AM,LC004916-022,0.1383,,mg/L,1.1
7/10/2025,5:24:04 AM,LC004916-023,0.1135,,mg/L,1.2
7/10/2025,5:24:22 AM,PATRON,0.8934,,mg/L,0.5
7/10/2025,5:24:36 AM,BLANCO,0.0054,,mg/L,45.8
7/10/2025,5:24:52 AM,REAGENT BLANK,0,,mg/L,16.4
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
