Analista,,,,,,
Fecha de inicio,23/12/2025 02:29 a. m.  GMT: 23/12/2025 09:29 a. m.,,,,,
Hoja de trabajo,LC006048_24,,,,,
Comentario,,,,,,
Métodos,"Au,Au",,,,,
,,,,,,
Método: Au (Llama),,,,,,
,,,,,,
23/12/2025,02:56:16 a. m.,PATRON,0.8868,,mg/L,0.5
23/12/2025,02:56:30 a. m.,BLANCO,0.0027,,mg/L,>100
23/12/2025,02:56:40 a. m.,REAGENT BLANK,0,,mg/L,76.5
23/12/2025,02:56:54 a. m.,LC006048-001,0.3527,,mg/L,1.6
23/12/2025,02:57:06 a. m.,LC006048-002,0.9748,,mg/L,0.6
23/12/2025,02:57:20 a. m.,LC006048-003,0.544,,mg/L,0.4
23/12/2025,02:57:34 a. m.,LC006048-004,1.085,,mg/L,0.3
23/12/2025,02:57:48 a. m.,LC006048-005,0.412,,mg/L,0.3
23/12/2025,02:58:00 a. m.,LC006048-006,0.4737,,mg/L,0.8
23/12/2025,02:58:14 a. m.,PATRON,0.8774,,mg/L,0.5
23/12/2025,02:58:30 a. m.,LC006048-007,0.0157,,mg/L,74.1
23/12/2025,02:58:44 a. m.,LC006048-008,0.3496,,mg/L,0.8
23/12/2025,02:58:56 a. m.,LC006048-009,OVER,R,mg/L,0
23/12/2025,02:59:10 a. m.,LC006048-010,0.0155,,mg/L,15
23/12/2025,02:59:24 a. m.,LC006048-011,0.4385,,mg/L,0.1
23/12/2025,02:59:38 a. m.,LC006048-012,0.7574,,mg/L,0.2
23/12/2025,03:00:10 a. m.,LC006048-013,0.0015,,mg/L,>100
23/12/2025,03:00:20 a. m.,LC006048-014,0.1834,,mg/L,0.8
23/12/2025,03:00:34 a. m.,LC006048-015,0.013,,mg/L,18
23/12/2025,03:02:08 a. m.,PATRON,0.8785,,mg/L,0.8
23/12/2025,03:02:22 a. m.,LC006048-016,0.4323,,mg/L,0.7
23/12/2025,03:02:36 a. m.,PATRON,0.8772,,mg/L,0.3
23/12/2025,03:02:48 a. m.,BLANCO,-0.0026,,mg/L,>100
23/12/2025,03:03:00 a. m.,REAGENT BLANK,0,,mg/L,>100
,,,,,,
Método: Au AU ALTO (Llama),,,,,,
,,,,,,
,,,,,,
23/12/2025,03:09:10 a. m.,LC006048-009,2.08,,mg/L,0.2
