Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.498
Cabeza puntual retorno,Untitled 000,0.5
Celda #(F1+F2),Untitled 000,0.379
Puntual Noroeste,Untitled 000,0.376
Tubo 3,Untitled 000,0.406
Comp. Cola Columna,Untitled 000,0.315
Barren,Untitled 000,0.331
Celda # 11-A,Untitled 000,0.502
Celda # 11-B,Untitled 000,0.035
Celda # 11-C,Untitled 000,0.011
Celda # 6-F2,Untitled 000,0.378
Celda #5-9,Untitled 000,0.491
NE Tubo 1,Untitled 000,0.019
NE Tubo 2,Untitled 000,0.217
NE Tubo 4,Untitled 000,0.215
NE Tubo 5,Untitled 000,0.021
NE Tubo 6,Untitled 000,0.293
NE Tubo 7,Untitled 000,1.071
Barren Patios,Untitled 000,0.32
Especial 1,Untitled 000,1.263
Especial 2,Untitled 000,0.125
Especial 3,Untitled 000,0.134
Especial 4,Untitled 000,0.424
Especial 5,Untitled 000,0.263
