Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.486
Cabeza puntual retorno,Untitled 000,0.504
Celda #(F1+F2),Untitled 000,0.51
Puntual Noroeste,Untitled 000,0.483
Tubo 3,Untitled 000,0.528
NE Tubo 2,Untitled 000,0.092
NE Tubo 4,Untitled 000,0.76
Especial 1,Untitled 000,0.037
Especial 2,Untitled 000,0.036
Especial 3,Untitled 000,0.039
Especial 4,Untitled 000,0.038
Especial 5,Untitled 000,0.03
Comp. Cola Columna,Untitled 000,0.422
Barren,Untitled 000,0.366
Barren Patios,Untitled 000,0.384
NE Tubo 1,Untitled 000,0.045
NE Tubo 5,Untitled 000,0.361
NE Tubo 6,Untitled 000,0.365
NE Tubo 7,Untitled 000,0.513
Celda # 11-A,Untitled 000,0.048
Celda # 11-B,Untitled 000,0.413
Celda # 11-C,Untitled 000,0.043
Celda # 6-F2,Untitled 000,0.029
Celda #5-9,Untitled 000,0.028
