Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.464
Cabeza puntual retorno,Untitled 000,0.463
Celda #(F1+F2),Untitled 000,0.521
Puntual Noroeste,Untitled 000,0.573
Tubo 3,Untitled 000,0.848
NE Tubo 2,Untitled 000,0.264
NE Tubo 4,Untitled 000,1.269
Especial 1,Untitled 000,0.026
Especial 2,Untitled 000,0.027
Especial 3,Untitled 000,0.934
Especial 4,Untitled 000,0.989
Especial 5,Untitled 000,0.039
Comp. Cola Columna,Untitled 000,0.166
Barren,Untitled 000,0.183
Barren Patios,Untitled 000,0.177
NE Tubo 1,Untitled 000,0.019
NE Tubo 5,Untitled 000,0.229
NE Tubo 6,Untitled 000,0.102
NE Tubo 7,Untitled 000,0.254
Celda # 11-A,Untitled 000,0.093
Celda # 11-B,Untitled 000,0.048
Celda # 11-C,Untitled 000,0.121
Celda # 6-F2,Untitled 000,0.231
Celda #5-9,Untitled 000,0.103
