Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,1.550
Columna #2,Untitled 000,1.536
Columna #3,Untitled 000,1.468
Columna #4,Untitled 000,1.332
Columna #5,Untitled 000,1.354
Comp. Cabeza Columna,Untitled 000,1.617
Barren,Untitled 000,1.290
Cabeza puntual retorno,Untitled 000,1.601
Celda # 11-A,Untitled 000,2.611
Celda # 11-B,Untitled 000,7.253
Celda # 11-C,Untitled 000,4.189
Celda #5-9,Untitled 000,0.033
Celda #(F1+F2),Untitled 000,1.189
NE Tubo 1,Untitled 000,2.190
NE Tubo 2,Untitled 000,0.607
NE Tubo 4,Untitled 000,1.751
NE Tubo 5,Untitled 000,0.476
NE Tubo 6,Untitled 000,1.020
NE Tubo 7,Untitled 000,3.199
Puntual Noroeste,Untitled 000,1.191
Barren Patios,Untitled 000,1.366
Tubo 3,Untitled 000,0.922
Especial 1,Untitled 000,0.073
Especial 1,Untitled 000,0.057
Especial 2,Untitled 000,0.046
Especial 3,Untitled 000,0.068
Especial 4,Untitled 000,0.071
Especial 5,Untitled 000,0.045
