Analyst,,,,,,
Date Started,8/29/2025 1:09 AM  GMT: 8/29/2025 8:09 AM,,,,,
Worksheet,LC005242_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
8/29/2025,1:18:02 AM,PATRON,0.8754,,mg/L,0.8
8/29/2025,1:18:16 AM,BLANCO,-0.002,,mg/L,73.5
8/29/2025,1:18:26 AM,REAGENT BLANK,0,,mg/L,42.3
8/29/2025,1:18:50 AM,LC005242-001,0.0294,,mg/L,4.5
8/29/2025,1:19:10 AM,LC005242-002,0.4301,,mg/L,0.8
8/29/2025,1:19:24 AM,LC005242-003,0.2006,,mg/L,2.1
8/29/2025,1:20:06 AM,LC005242-006,0.0142,,mg/L,14.4
8/29/2025,1:22:56 AM,PATRON,0.8839,,mg/L,0.6
8/29/2025,1:23:20 AM,LC005242-007,0.0853,,mg/L,1.7
8/29/2025,1:23:34 AM,LC005242-008,0.0411,,mg/L,1.7
8/29/2025,1:23:46 AM,LC005242-009,0.0727,,mg/L,0.2
8/29/2025,1:24:02 AM,LC005242-010,0.1037,,mg/L,2.2
8/29/2025,1:24:20 AM,LC005242-012,0.0014,,mg/L,>100
8/29/2025,1:24:32 AM,LC005242-013,0.0013,,mg/L,62.4
8/29/2025,1:24:52 AM,PATRON,0.8752,,mg/L,1.5
8/29/2025,1:25:06 AM,LC005242-014,0.0379,,mg/L,2.8
8/29/2025,1:25:20 AM,LC005242-015,0.0081,,mg/L,15.2
8/29/2025,1:25:34 AM,LC005242-016,0.1375,,mg/L,0.6
8/29/2025,1:25:46 AM,LC005242-017,0.3973,,mg/L,0.5
8/29/2025,1:26:00 AM,LC005242-018,0.1796,,mg/L,1.9
8/29/2025,1:26:14 AM,LC005242-019,0.0636,,mg/L,0.5
8/29/2025,1:26:30 AM,PATRON,0.8829,,mg/L,0.7
8/29/2025,1:26:46 AM,LC005242-020,0.0032,,mg/L,54.9
8/29/2025,1:27:02 AM,LC005242-021,0.3436,,mg/L,1.7
8/29/2025,1:27:14 AM,LC005242-022,0.3369,,mg/L,0.4
8/29/2025,1:27:28 AM,LC005242-023,0.4443,,mg/L,0.5
8/29/2025,1:27:42 AM,LC005242-024,0.2823,,mg/L,0.5
8/29/2025,1:28:04 AM,PATRON,0.8776,,mg/L,0.3
8/29/2025,1:28:42 AM,BLANCO,0.0056,,mg/L,6.6
8/29/2025,1:29:04 AM,REAGENT BLANK,0,,mg/L,97.6
8/29/2025,1:29:46 AM,LC005242-005,0.1773,,mg/L,0.9
8/29/2025,1:30:30 AM,LC005242-004,0.1718,,mg/L,1.4
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
