Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.054
Cabeza puntual retorno,Au 242.80,0.053
Celda #(F1+F2),Au 242.80,0.061
Puntual Noroeste,Au 242.80,0.06
Tubo 3,Au 242.80,0.039
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.008
Celda # 11-A,Au 242.80,0.008
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.001
Celda # 6-F2,Au 242.80,0.078
Celda #5-9,Au 242.80,0.027
NE Tubo 1,Au 242.80,0.094
NE Tubo 2,Au 242.80,0.093
NE Tubo 4,Au 242.80,0.043
NE Tubo 5,Au 242.80,0.056
NE Tubo 6,Au 242.80,0.072
NE Tubo 7,Au 242.80,0.073
Barren Patios,Au 242.80,0.009
Especial 1,Au 242.80,0.04
Especial 2,Au 242.80,0.044
Especial 3,Au 242.80,0.003
Especial 4,Au 242.80,0.001
Especial 5,Au 242.80,0.004
