Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.055
Cabeza puntual retorno,Au 242.80,0.056
Celda #(F1+F2),Au 242.80,0.062
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.011
Celda # 11-A,Au 242.80,0.005
Celda # 11-B,Au 242.80,0.008
Celda # 11-C,Au 242.80,0.008
Celda #5-9,Au 242.80,0.029
Especial 1,Au 242.80,0.037
Especial 2,Au 242.80,0.041
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0.007
Especial 5,Au 242.80,0.008
NE Tubo 1,Au 242.80,0.093
NE Tubo 2,Au 242.80,0.091
NE Tubo 4,Au 242.80,0.041
NE Tubo 5,Au 242.80,0.056
NE Tubo 6,Au 242.80,0.076
NE Tubo 7,Au 242.80,0.079
Puntual Noroeste,Au 242.80,0.065
Barren Patios,Au 242.80,0.01
Tubo 3,Au 242.80,0.043
Columna #1,Au 242.80,0.043
Columna #2,Au 242.80,0.029
Columna #3,Au 242.80,0.019
Columna #4,Au 242.80,0.01
Columna #5,Au 242.80,0.008
