Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.462
Comp. Cola Columna,Untitled 000,0.364
Barren,Untitled 000,0.333
Cabeza puntual retorno,Untitled 000,0.453
Celda # 11-A,Untitled 000,0.219
Celda # 11-B,Untitled 000,0.242
Celda # 11-C,Untitled 000,0.053
Celda # 6-F2,Untitled 000,0.058
Celda #5-9,Untitled 000,0.481
Celda #(F1+F2),Untitled 000,0.025
NE Tubo 1,Untitled 000,0.365
NE Tubo 2,Untitled 000,0.247
NE Tubo 4,Untitled 000,0.248
NE Tubo 5,Untitled 000,0.244
NE Tubo 6,Untitled 000,0.765
NE Tubo 7,Untitled 000,0.627
Puntual Noroeste,Untitled 000,0.461
Barren Patios,Untitled 000,0.323
Tubo 3,Untitled 000,0.643
Especial 1,Untitled 000,0.084
Especial 2,Untitled 000,0.068
Especial 3,Untitled 000,0.049
Especial 4,Untitled 000,0.07
Especial 5,Untitled 000,0.175
Especial 6,Untitled 000,0.019
