Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.391
Cabeza puntual retorno,Ag 328.07,0.403
Celda #(F1+F2),Ag 328.07,0.399
Puntual Noroeste,Ag 328.07,0.625
Tubo 3,Ag 328.07,0.709
NE Tubo 2,Ag 328.07,0.215
NE Tubo 4,Ag 328.07,0.807
Especial 1,Ag 328.07,0.021
Especial 2,Ag 328.07,0.033
Especial 3,Ag 328.07,0.019
Especial 4,Ag 328.07,0.019
Especial 5,Ag 328.07,0.028
Comp. Cola Columna,Ag 328.07,0.266
Barren,Ag 328.07,0.277
Barren Patios,Ag 328.07,0.265
NE Tubo 1,Ag 328.07,0.257
NE Tubo 5,Ag 328.07,0.042
NE Tubo 6,Ag 328.07,0.084
NE Tubo 7,Ag 328.07,0.709
Celda # 11-A,Ag 328.07,0.019
Celda # 11-B,Ag 328.07,0.131
Celda # 11-C,Ag 328.07,0.015
Celda # 6-F2,Ag 328.07,0.043
Celda #5-9,Ag 328.07,0.016
