Analista,JGS,,,,,,,,
Fecha de inicio,29/01/2023 14:09,,,,,,,,
Hoja de trabajo,Sa000180-re_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag VHAAAG (Llama),,,,,,,,,
,,,,,,,,,
Ag,PATRON,0.996,,mg/L,1.2,0.1389,0.137,0.1402,0.1395
Ag,BLANCO,-0.0126,,mg/L,57,-0.0018,-0.0017,-0.0028,-0.0008
Ag,BLANCO REACTIVO,0,,mg/L,94.5,0.0022,-0.0002,0.0033,0.0034
Ag,SA000166-010,25.8028,,mg/L,2,0.1467,0.1437,0.147,0.1495
Ag,SA000166-011,54.2606,,mg/L,0.1,0.2984,0.2986,0.2986,0.2982
Ag,SA000166-012,34.6052,,mg/L,1,0.1967,0.1976,0.1979,0.1945
Ag,SA000166-013,0.388,,mg/L,59.7,0.0033,0.0049,0.0011,0.0041
Ag,SA000166-014,22.7337,,mg/L,0.8,0.1283,0.128,0.1295,0.1275
Ag,PATRON,1.0138,,mg/L,5.1,0.1413,0.133,0.1452,0.1458
Ag,SA000166-015,17.0027,,mg/L,3,0.0962,0.0931,0.0968,0.0987
Ag,SA000166-016,24.6823,,mg/L,0.4,0.141,0.1415,0.1405,0.1409
Ag,PATRON,1.019,,mg/L,1.7,0.1421,0.1435,0.1392,0.1435
Ag,BLANCO,-0.0008,,mg/L,>100,-0.0001,-0.0004,-0.0015,0.0016
Ag,BLANCO REACTIVO,0,,mg/L,88.1,-0.0019,-0.002,-0.0036,-0.0002
