Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.896
Comp. Cola Columna,Untitled 000,1.25
Barren,Untitled 000,1.261
Cabeza puntual retorno,Untitled 000,1.827
Celda # 11-A,Untitled 000,0.86
Celda # 11-B,Untitled 000,0.051
Celda # 11-C,Untitled 000,0.097
Celda # 6-F2,Untitled 000,0.026
Celda #5-9,Untitled 000,0.355
Celda #(F1+F2),Untitled 000,1.994
NE Tubo 1,Untitled 000,0.042
NE Tubo 2,Untitled 000,0.208
NE Tubo 4,Untitled 000,1.542
NE Tubo 5,Untitled 000,2.298
NE Tubo 6,Untitled 000,0.531
NE Tubo 7,Untitled 000,3.441
Puntual Noroeste,Untitled 000,1.824
Barren Patios,Untitled 000,1.249
Tubo 3,Untitled 000,2.086
Especial 1,Untitled 000,0.066
Especial 2,Untitled 000,0.032
Especial 3,Untitled 000,0.217
Especial 4,Untitled 000,0.71
Especial 5,Untitled 000,0.056
Especial 6,Untitled 000,0.032
Pileta Patio,Untitled 000,2.199
