Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.067
Cabeza puntual retorno,Au 242.80,0.066
Celda #(F1+F2),Au 242.80,0.064
Puntual Noroeste,Au 242.80,0.05
Tubo 3,Au 242.80,0.052
NE Tubo 2,Au 242.80,0.056
NE Tubo 4,Au 242.80,0.035
Especial 1,Au 242.80,0.033
Especial 2,Au 242.80,0.055
Especial 3,Au 242.80,0.007
Especial 4,Au 242.80,0.011
Especial 5,Au 242.80,0.053
Comp. Cola Columna,Au 242.80,0.003
Barren,Au 242.80,0.006
Barren Patios,Au 242.80,0.004
NE Tubo 1,Au 242.80,0.169
NE Tubo 5,Au 242.80,0.023
NE Tubo 6,Au 242.80,0.033
NE Tubo 7,Au 242.80,0.025
Celda # 11-A,Au 242.80,0.022
Celda # 11-B,Au 242.80,0.02
Celda # 11-C,Au 242.80,0.029
Celda # 6-F2,Au 242.80,0.164
Celda #5-9,Au 242.80,0.039
