Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.139
Comp. Cola Columna,Untitled 000,0.672
Barren,Untitled 000,0.756
Cabeza puntual retorno,Untitled 000,1.95
Celda # 11-A,Untitled 000,0.421
Celda # 11-B,Untitled 000,1.268
Celda # 11-C,Untitled 000,1.821
Celda #5-9,Untitled 000,1.176
Celda #(F1+F2),Untitled 000,1.211
NE Tubo 1,Untitled 000,0.037
NE Tubo 2,Untitled 000,0.616
NE Tubo 4,Untitled 000,2.028
NE Tubo 5,Untitled 000,2.391
NE Tubo 6,Untitled 000,1.676
NE Tubo 7,Untitled 000,2.141
Puntual Noroeste,Untitled 000,1.281
Barren Patios,Untitled 000,0.659
Tubo 3,Untitled 000,0.38
Especial 1,Untitled 000,0.323
Especial 2,Untitled 000,0.141
Especial 3,Untitled 000,0.043
Especial 4,Untitled 000,0.039
Especial 5,Untitled 000,0.058
Especial 6,Untitled 000,0.023
Columna #1,Untitled 000,1.064
Columna #2,Untitled 000,0.957
Columna #3,Untitled 000,0.898
Columna #4,Untitled 000,0.755
Columna #5,Untitled 000,0.678
