Analyst,,,,,,
Date Started,3/21/2025 9:00 PM  GMT: 3/22/2025 4:00 AM,,,,,
Worksheet,LC004051_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
3/21/2025,9:14:16 PM,PATRON,0.8716,,mg/L,1.2
3/21/2025,9:14:32 PM,BLANCO,0.0114,,mg/L,17.8
3/21/2025,9:14:44 PM,REAGENT BLANK,0,,mg/L,40.5
3/21/2025,9:15:08 PM,LC004051-001,0.4912,,mg/L,0.8
3/21/2025,9:15:24 PM,LC004051-002,0.1506,,mg/L,1
3/21/2025,9:15:38 PM,LC004051-003,0.5702,,mg/L,1
3/21/2025,9:15:54 PM,LC004051-004,0.0813,,mg/L,0.6
3/21/2025,9:16:10 PM,LC004051-005,0.0034,,mg/L,31.2
3/21/2025,9:16:30 PM,LC004051-006,0.2634,,mg/L,1.4
3/21/2025,9:18:50 PM,PATRON,0.8745,,mg/L,1.3
3/21/2025,9:19:30 PM,LC004051-007,0.31,,mg/L,0.3
3/21/2025,9:22:12 PM,LC004051-008,0.1945,,mg/L,1.3
3/21/2025,9:22:34 PM,LC004051-009,0.1944,,mg/L,1.4
3/21/2025,9:22:48 PM,LC004051-010,0.0821,,mg/L,2.3
3/21/2025,9:23:02 PM,LC004051-011,0.1906,,mg/L,0.2
3/21/2025,9:23:14 PM,LC004051-012,0.2187,,mg/L,0.8
3/21/2025,9:28:14 PM,PATRON,0.9078,,mg/L,1.5
3/21/2025,9:29:32 PM,LC004051-013,0.5007,,mg/L,0.9
3/21/2025,9:29:46 PM,LC004051-014,0.0049,,mg/L,17.2
3/21/2025,9:30:00 PM,LC004051-015,0.0515,,mg/L,1.2
3/21/2025,9:30:16 PM,LC004051-016,0.0753,,mg/L,1.5
3/21/2025,9:30:32 PM,LC004051-017,0.0759,,mg/L,2.4
3/21/2025,9:30:48 PM,LC004051-018,0.0311,,mg/L,1.3
3/21/2025,9:31:22 PM,PATRON,0.8774,,mg/L,1.1
3/21/2025,9:31:42 PM,LC004051-019,0.3906,,mg/L,0.8
3/21/2025,9:31:56 PM,LC004051-020,0.1114,,mg/L,0.4
3/21/2025,9:33:48 PM,PATRON,0.8801,,mg/L,0.4
3/21/2025,9:34:04 PM,BLANCO,0.0075,,mg/L,26.7
3/21/2025,9:34:14 PM,REAGENT BLANK,0,,mg/L,17.1
3/21/2025,9:38:30 PM,LC004051-021,0.4338,,mg/L,39
