Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.3
Cabeza puntual retorno,Untitled 000,0.295
Celda #(F1+F2),Untitled 000,0.35
Puntual Noroeste,Untitled 000,0.253
Tubo 3,Untitled 000,0.293
NE Tubo 2,Untitled 000,0.072
NE Tubo 4,Untitled 000,0.117
Especial 1,Untitled 000,0.138
Especial 2,Untitled 000,0.35
Especial 3,Untitled 000,0.045
Especial 4,Untitled 000,0.114
Especial 5,Untitled 000,0.206
Comp. Cola Columna,Untitled 000,0.189
Barren,Untitled 000,0.137
Barren Patios,Untitled 000,0.126
NE Tubo 1,Untitled 000,0.023
NE Tubo 5,Untitled 000,0.033
NE Tubo 6,Untitled 000,0.554
NE Tubo 7,Untitled 000,0.084
Celda # 11-A,Untitled 000,0.057
Celda # 11-B,Untitled 000,0.062
Celda # 11-C,Untitled 000,0.138
Celda # 6-F2,Untitled 000,2.67
Celda #5-9,Untitled 000,0.216
