Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.362
Cabeza puntual retorno,Ag 328.07,0.371
Celda #(F1+F2),Ag 328.07,0.341
Puntual Noroeste,Ag 328.07,0.516
Tubo 3,Ag 328.07,0.610
Comp. Cola Columna,Ag 328.07,0.177
Barren,Ag 328.07,0.249
Celda # 11-A,Ag 328.07,0.026
Celda # 11-B,Ag 328.07,0.276
Celda # 11-C,Ag 328.07,0.024
Celda #5-9,Ag 328.07,0.027
NE Tubo 1,Ag 328.07,0.168
NE Tubo 2,Ag 328.07,0.182
NE Tubo 4,Ag 328.07,0.601
NE Tubo 5,Ag 328.07,0.048
NE Tubo 6,Ag 328.07,0.030
NE Tubo 7,Ag 328.07,0.663
Barren Patios,Ag 328.07,0.214
Especial 1,Ag 328.07,0.028
Especial 2,Ag 328.07,0.039
Especial 3,Ag 328.07,0.027
Especial 4,Ag 328.07,0.030
Especial 5,Ag 328.07,0.040
Columna #1,Ag 328.07,0.350
Columna #2,Ag 328.07,0.332
Columna #3,Ag 328.07,0.303
Columna #4,Ag 328.07,0.261
Columna #5,Ag 328.07,0.174
