Analyst,,,,,,
Date Started,4/11/2025 8:58 PM  GMT: 4/12/2025 3:58 AM,,,,,
Worksheet,LC004211_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
4/11/2025,9:04:58 PM,PATRON,0.8959,,mg/L,0.3
4/11/2025,9:05:20 PM,BLANCO,0.0005,,mg/L,>100
4/11/2025,9:05:30 PM,REAGENT BLANK,0,,mg/L,>100
4/11/2025,9:05:44 PM,LC004211-001,0.1229,,mg/L,1.1
4/11/2025,9:05:58 PM,LC004211-002,0.4253,,mg/L,1.1
4/11/2025,9:06:14 PM,LC004211-003,0.4611,,mg/L,0.4
4/11/2025,9:06:38 PM,LC004211-004,0.0722,,mg/L,1.9
4/11/2025,9:06:54 PM,LC004211-005,0.0378,,mg/L,3.2
4/11/2025,9:07:14 PM,LC004211-006,0.2085,,mg/L,0.6
4/11/2025,9:07:34 PM,PATRON,0.8872,,mg/L,1.1
4/11/2025,9:07:56 PM,LC004211-007,0.1061,,mg/L,3
4/11/2025,9:08:10 PM,LC004211-008,0.0831,,mg/L,1.1
4/11/2025,9:08:26 PM,LC004211-009,0.0565,,mg/L,3.7
4/11/2025,9:08:42 PM,LC004211-010,0.5002,,mg/L,1.3
4/11/2025,9:08:58 PM,LC004211-011,0.1331,,mg/L,1.4
4/11/2025,9:09:14 PM,LC004211-012,0.0277,,mg/L,4.9
4/11/2025,9:10:08 PM,PATRON,0.8726,,mg/L,1.1
4/11/2025,9:10:32 PM,LC004211-013,0.2085,,mg/L,0.9
4/11/2025,9:10:46 PM,LC004211-014,1.3493,,mg/L,0.4
4/11/2025,9:11:02 PM,LC004211-015,0.0244,,mg/L,3.9
4/11/2025,9:11:14 PM,LC004211-016,0.0055,,mg/L,29.1
4/11/2025,9:11:26 PM,LC004211-017,0.0162,,mg/L,2.5
4/11/2025,9:11:40 PM,LC004211-018,0.0171,,mg/L,6.9
4/11/2025,9:11:54 PM,PATRON,0.8823,,mg/L,0.7
4/11/2025,9:12:16 PM,LC004211-019,0.0354,,mg/L,3.9
4/11/2025,9:12:32 PM,LC004211-020,0.0052,,mg/L,47.7
4/11/2025,9:12:46 PM,LC004211-021,0.1988,,mg/L,0.9
4/11/2025,9:13:00 PM,LC004211-022,0.0859,,mg/L,0.4
4/11/2025,9:13:30 PM,PATRON,0.8841,,mg/L,0.5
4/11/2025,9:13:46 PM,BLANCO,0.0055,,mg/L,19.3
4/11/2025,9:14:08 PM,REAGENT BLANK,0,,mg/L,66.9
4/11/2025,9:18:04 PM,LC004211-023,0.9108,,mg/L,0.6
