Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.399
Comp. Cola Columna,Untitled 000,0.29
Barren,Untitled 000,0.313
Cabeza puntual retorno,Untitled 000,0.396
Celda # 11-A,Untitled 000,0.257
Celda # 11-B,Untitled 000,0.063
Celda # 11-C,Untitled 000,0.034
Celda #5-9,Untitled 000,0.305
Celda #(F1+F2),Untitled 000,0.412
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.094
NE Tubo 4,Untitled 000,0.22
NE Tubo 5,Untitled 000,0.022
NE Tubo 6,Untitled 000,0.026
NE Tubo 7,Untitled 000,0.277
Puntual Noroeste,Untitled 000,0.427
Barren Patios,Untitled 000,0.265
Tubo 3,Untitled 000,1.049
Especial 1,Untitled 000,0.045
Especial 2,Untitled 000,0.045
Especial 3,Untitled 000,0.089
Especial 4,Untitled 000,0.228
Especial 5,Untitled 000,0.059
Especial 6,Untitled 000,0.023
Columna #1,Untitled 000,0.433
Columna #2,Untitled 000,0.425
Columna #3,Untitled 000,0.379
Columna #4,Untitled 000,0.339
Columna #5,Untitled 000,0.288
