Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.5
Cabeza puntual retorno,Untitled 000,0.464
Celda #(F1+F2),Untitled 000,0.568
Puntual Noroeste,Untitled 000,0.597
Tubo 3,Untitled 000,0.287
NE Tubo 2,Untitled 000,0.071
NE Tubo 4,Untitled 000,0.122
Especial 1,Untitled 000,0.147
Especial 2,Untitled 000,0.481
Especial 3,Untitled 000,0.047
Especial 4,Untitled 000,0.044
Especial 5,Untitled 000,0.242
Comp. Cola Columna,Untitled 000,0.175
Barren,Untitled 000,0.172
Barren Patios,Untitled 000,0.173
NE Tubo 1,Untitled 000,0.023
NE Tubo 5,Untitled 000,0.509
NE Tubo 6,Untitled 000,2.107
NE Tubo 7,Untitled 000,0.296
Celda # 11-A,Untitled 000,0.036
Celda # 11-B,Untitled 000,0.078
Celda # 11-C,Untitled 000,0.17
Celda # 6-F2,Untitled 000,3.171
Celda #5-9,Untitled 000,0.284
