"Analista","JGS"
"Fecha de inicio","01:37 a. m. 12/02/2023"
"Hoja de trabajo","Sa000343-re_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag VHAAAG (Llama)"

"Ag","PATRON",0.9941,"","mg/L",0.2,0.1302,0.1303,0.1304,0.1300
"Ag","BLANCO",-0.0008,"","mg/L",">100",-0.0001,0.0015,-0.0009,-0.0008
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0006,-0.0001,0.0012,0.0007
"Ag","SA000315-001",1.2097,"","mg/L",13.5,0.0064,0.0064,0.0073,0.0056
"Ag","SA000315-002",1.2298,"","mg/L",18.6,0.0065,0.0054,0.0063,0.0078
"Ag","SA000315-003",0.7565,"","mg/L",23.0,0.0040,0.0032,0.0050,0.0038
"Ag","SA000315-004",0.7034,"","mg/L",28.3,0.0037,0.0028,0.0034,0.0049
"Ag","SA000315-005",0.6695,"","mg/L",28.1,0.0036,0.0028,0.0032,0.0047
"Ag","PATRON",0.9837,"","mg/L",0.9,0.1289,0.1296,0.1276,0.1295
"Ag","SA000315-006",0.6176,"","mg/L",19.2,0.0033,0.0033,0.0026,0.0039
"Ag","SA000315-007",0.6866,"","mg/L",5.7,0.0036,0.0039,0.0035,0.0035
"Ag","SA000321-019",2.8201,"","mg/L",10.2,0.0150,0.0142,0.0139,0.0167
"Ag","SA000321-020",2.3130,"","mg/L",2.9,0.0123,0.0119,0.0125,0.0125
"Ag","SA000321-022",1.5624,"","mg/L",13.7,0.0083,0.0076,0.0096,0.0077
"Ag","PATRON",0.9915,"","mg/L",0.2,0.1299,0.1298,0.1302,0.1297
"Ag","BLANCO",-0.0046,"","mg/L",">100",-0.0006,-0.0014,0.0000,-0.0005
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",-0.0003,-0.0011,0.0002,-0.0001
"Ag","SA000321-023",2.0680,"","mg/L",3.4,0.0110,0.0113,0.0111,0.0106
"Ag","SA000321-024",2.2203,"","mg/L",5.2,0.0118,0.0123,0.0111,0.0120
"Ag","SA000321-025",1.9013,"","mg/L",2.6,0.0101,0.0103,0.0101,0.0098
"Ag","SA000321-026",2.9979,"","mg/L",13.3,0.0159,0.0148,0.0146,0.0184
"Ag","SA000322-002",2.2371,"","mg/L",2.1,0.0119,0.0119,0.0116,0.0121
"Ag","PATRON",0.9998,"","mg/L",1.2,0.1310,0.1293,0.1314,0.1322
"Ag","SA000322-003",1.9946,"","mg/L",5.4,0.0106,0.0102,0.0112,0.0104
"Ag","SA000322-004",2.4882,"","mg/L",11.0,0.0132,0.0120,0.0127,0.0148
"Ag","SA000322-005",2.1560,"","mg/L",2.3,0.0114,0.0117,0.0112,0.0114
"Ag","SA000322-006",2.4294,"","mg/L",5.7,0.0129,0.0137,0.0123,0.0126
"Ag","SA000322-008",2.8018,"","mg/L",5.2,0.0149,0.0140,0.0155,0.0150
"Ag","PATRON",0.9900,"","mg/L",0.3,0.1297,0.1295,0.1296,0.1301
"Ag","BLANCO",0.0059,"","mg/L",78.7,0.0008,0.0010,0.0012,0.0001
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0002,-0.0003,0.0009,0.0002
"Ag","SA000322-009",10.2782,"","mg/L",1.2,0.0544,0.0538,0.0544,0.0551
"Ag","SA000323-014",3.3664,"","mg/L",3.5,0.0179,0.0185,0.0173,0.0177
"Ag","SA000323-016",2.2666,"","mg/L",3.9,0.0120,0.0124,0.0122,0.0115
"Ag","SA000323-017",1.5555,"","mg/L",8.2,0.0083,0.0078,0.0079,0.0090
"Ag","SA000323-018",0.9679,"","mg/L",11.0,0.0051,0.0045,0.0056,0.0053
"Ag","PATRON",0.9923,"","mg/L",1.7,0.1300,0.1275,0.1313,0.1312
"Ag","SA000323-020",3.5628,"","mg/L",7.7,0.0189,0.0206,0.0183,0.0178
"Ag","SA000323-021",19.1987,"","mg/L",0.5,0.1012,0.1013,0.1007,0.1017
"Ag","SA000323-022",2.2357,"","mg/L",8.7,0.0119,0.0131,0.0113,0.0112
"Ag","SA000331-007",1.3576,"","mg/L",10.6,0.0072,0.0063,0.0076,0.0077
"Ag","SA000331-008",0.7909,"","mg/L",5.5,0.0042,0.0045,0.0040,0.0041
"Ag","PATRON",0.9815,"","mg/L",1.5,0.1286,0.1266,0.1287,0.1305
"Ag","BLANCO",-0.0016,"","mg/L",">100",-0.0002,-0.0001,0.0003,-0.0008
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",9.5,-0.0006,-0.0006,-0.0006,-0.0007
"Ag","SA000331-009",1.2022,"","mg/L",4.4,0.0064,0.0061,0.0066,0.0064
"Ag","SA000331-010",0.6398,"","mg/L",6.1,0.0034,0.0033,0.0033,0.0036
"Ag","SA000331-011",1.4356,"","mg/L",9.3,0.0076,0.0069,0.0083,0.0077
"Ag","SA000331-012",1.1964,"","mg/L",8.6,0.0063,0.0060,0.0060,0.0070
"Ag","SA000331-014",1.3311,"","mg/L",6.5,0.0071,0.0074,0.0065,0.0072
"Ag","PATRON",0.9949,"","mg/L",1.5,0.1303,0.1300,0.1285,0.1325
"Ag","PATRON",0.9876,"","mg/L",0.8,0.1294,0.1283,0.1296,0.1304
"Ag","BLANCO",0.0051,"","mg/L",">100",0.0007,0.0016,0.0006,-0.0002
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0003,0.0004,0.0006,0.0000
