Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.052
Cabeza puntual retorno,Au 242.80,0.053
Celda #(F1+F2),Au 242.80,0.033
Puntual Noroeste,Au 242.80,0.04
Tubo 3,Au 242.80,0.055
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.006
Celda # 11-A,Au 242.80,0.08
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.001
Celda #5-9,Au 242.80,0.019
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.024
NE Tubo 4,Au 242.80,0.002
NE Tubo 5,Au 242.80,0.003
NE Tubo 6,Au 242.80,0.025
NE Tubo 7,Au 242.80,0.122
Barren Patios,Au 242.80,0.007
Especial 1,Au 242.80,0.126
Especial 2,Au 242.80,0.17
Especial 3,Au 242.80,0.038
Especial 4,Au 242.80,0.02
Especial 5,Au 242.80,0.12
Columna #1,Au 242.80,0.037
Columna #2,Au 242.80,0.032
Columna #3,Au 242.80,0.024
Columna #4,Au 242.80,0.015
Columna #5,Au 242.80,0.006
