Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cola Columna,Au 242.80,0.009
Comp. Cabeza Columna,Au 242.80,0.205
Cabeza puntual retorno,Au 242.80,0.203
Celda #(F1+F2),Au 242.80,0.193
Puntual Noroeste,Au 242.80,0.075
Tubo 3,Au 242.80,0.025
Barren,Au 242.80,0.012
Celda # 11-A,Au 242.80,0.032
Celda # 11-B,Au 242.80,0.016
Celda # 11-C,Au 242.80,0.009
Celda # 6-F2,Au 242.80,0.396
Celda #5-9,Au 242.80,0.099
NE Tubo 2,Au 242.80,0.186
NE Tubo 4,Au 242.80,0.010
NE Tubo 5,Au 242.80,0.011
NE Tubo 6,Au 242.80,0.017
NE Tubo 7,Au 242.80,0.011
Barren Patios,Au 242.80,0.011
NE Tubo 1,Au 242.80,0.809
Especial 1,Au 242.80,0.495
Especial 2,Au 242.80,0.102
Especial 3,Au 242.80,0.023
Especial 4,Au 242.80,0.025
Especial 5,Au 242.80,0.428
