"Analyst",""
"Date Started","2/9/2025 10:58 PM  GMT: 2/10/2025 5:58 AM"
"Worksheet","lc003701_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"2/9/2025","11:00:58 PM","PATRON",0.9008,"","mg/L"
"2/9/2025","11:01:18 PM","BLANCO",0.0000,"","mg/L"
"2/9/2025","11:01:28 PM","REAGENT BLANK",0.0000,"","mg/L"
"2/9/2025","11:01:40 PM","LC003701-001",0.2137,"","mg/L"
"2/9/2025","11:01:48 PM","LC003701-002","OVER","R","mg/L"
"2/9/2025","11:01:56 PM","LC003701-003","OVER","R","mg/L"
"2/9/2025","11:02:08 PM","LC003701-004",0.4828,"","mg/L"
"2/9/2025","11:02:20 PM","LC003701-005",0.0778,"","mg/L"
"2/9/2025","11:02:32 PM","LC003701-006",0.0277,"","mg/L"
"2/9/2025","11:02:48 PM","PATRON",0.8900,"","mg/L"
"2/9/2025","11:03:02 PM","LC003701-007",0.0203,"","mg/L"
"2/9/2025","11:03:12 PM","LC003701-008",1.5773,"","mg/L"
"2/9/2025","11:03:26 PM","LC003701-009",0.1843,"","mg/L"
"2/9/2025","11:03:36 PM","LC003701-010",0.9004,"","mg/L"
"2/9/2025","11:04:30 PM","LC003701-011",0.0901,"","mg/L"
"2/9/2025","11:04:40 PM","LC003701-012",0.0049,"","mg/L"
"2/9/2025","11:04:56 PM","PATRON",0.8762,"","mg/L"
"2/9/2025","11:05:10 PM","LC003701-013",-0.0013,"","mg/L"
"2/9/2025","11:05:20 PM","LC003701-014",0.0125,"","mg/L"
"2/9/2025","11:05:30 PM","LC003701-015",0.0465,"","mg/L"
"2/9/2025","11:05:42 PM","LC003701-016",0.0166,"","mg/L"
"2/9/2025","11:05:58 PM","LC003701-017",0.4762,"","mg/L"
"2/9/2025","11:06:12 PM","LC003701-018",0.0081,"","mg/L"
"2/9/2025","11:07:28 PM","PATRON",0.8929,"","mg/L"
"2/9/2025","11:07:46 PM","LC003701-019",0.2262,"","mg/L"
"2/9/2025","11:08:00 PM","LC003701-020",-0.0007,"","mg/L"
"2/9/2025","11:08:10 PM","LC003701-021",0.0136,"","mg/L"
"2/9/2025","11:08:20 PM","LC003701-022",0.2207,"","mg/L"
"2/9/2025","11:08:32 PM","LC003701-023",0.0035,"","mg/L"
"2/9/2025","11:08:44 PM","PATRON",0.8900,"","mg/L"
"2/9/2025","11:09:00 PM","BLANCO",-0.0144,"","mg/L"
"2/9/2025","11:09:14 PM","REAGENT BLANK",0.0000,"","mg/L"
"2/9/2025","11:09:14 PM","BLANCO","","","mg/L"

"Method: Au AU ALTO (Flame)"


"2/9/2025","11:19:32 PM","LC003701-002",2.0101,"","mg/L"
"2/9/2025","11:19:44 PM","LC003701-003",2.0483,"","mg/L"
"2/9/2025","11:19:44 PM","LC003701-004","","","mg/L"
