Analyst,,,,,,
Date Started,3/18/2025 11:54 PM  GMT: 3/19/2025 6:54 AM,,,,,
Worksheet,LC004024_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
3/19/2025,12:23:14 AM,BLANCO,-0.0024,,mg/L,>100
3/19/2025,12:23:26 AM,REAGENT BLANK,0,,mg/L,30.2
3/19/2025,12:23:42 AM,LC004024-001,0.3296,,mg/L,0.8
3/19/2025,12:23:56 AM,LC004024-002,0.1058,,mg/L,1.2
3/19/2025,12:24:10 AM,LC004024-003,0.0006,,mg/L,91.2
3/19/2025,12:24:26 AM,LC004024-004,0.3781,,mg/L,1.6
3/19/2025,12:24:40 AM,LC004024-005,0.1014,,mg/L,0.8
3/19/2025,12:30:06 AM,PATRON,0.9044,,mg/L,1.1
3/19/2025,12:30:24 AM,LC004024-007,0.1288,,mg/L,0.8
3/19/2025,12:30:38 AM,LC004024-008,0.0719,,mg/L,1.5
3/19/2025,12:30:54 AM,LC004024-009,0.1292,,mg/L,1.9
3/19/2025,12:31:10 AM,LC004024-010,0.0372,,mg/L,1
3/19/2025,12:31:22 AM,LC004024-011,0.1467,,mg/L,1.6
3/19/2025,12:31:36 AM,LC004024-012,0.0071,,mg/L,33.2
3/19/2025,12:31:50 AM,PATRON,0.8992,,mg/L,1
3/19/2025,12:32:04 AM,LC004024-013,0.088,,mg/L,1.8
3/19/2025,12:32:18 AM,LC004024-014,0.1696,,mg/L,0.9
3/19/2025,12:32:30 AM,LC004024-015,0.1661,,mg/L,1
3/19/2025,12:32:46 AM,LC004024-016,0.0612,,mg/L,2.7
3/19/2025,12:33:00 AM,LC004024-017,0.0789,,mg/L,0.5
3/19/2025,12:33:16 AM,LC004024-018,0.5143,,mg/L,0.9
3/19/2025,12:35:36 AM,PATRON,0.8752,,mg/L,0.7
3/19/2025,12:36:00 AM,LC004024-019,0.2296,,mg/L,2
3/19/2025,12:36:24 AM,LC004024-020,0.0106,,mg/L,8.9
3/19/2025,12:36:42 AM,LC004024-021,0.1797,,mg/L,0.9
3/19/2025,12:36:56 AM,LC004024-022,0.3209,,mg/L,1.3
3/19/2025,12:37:12 AM,LC004024-023,0.222,,mg/L,1.1
3/19/2025,12:37:38 AM,PATRON,0.8964,,mg/L,0.2
3/19/2025,12:38:04 AM,REAGENT BLANK,0,,mg/L,8.5
3/19/2025,12:38:14 AM,BLANCO REACTIVO REAG,-0.0008,,mg/L,>100
3/19/2025,12:38:32 AM,BLANCO,-0.0062,,mg/L,20.6
3/19/2025,1:06:46 AM,PATRON,0.8804,,mg/L,0.9
3/19/2025,1:09:12 AM,LC004024-006,0.1472,,mg/L,14.5
3/19/2025,1:10:04 AM,LC004024-024,0.4359,,mg/L,1.1
