Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.073
Cabeza puntual retorno,Au 242.80,0.074
Celda #(F1+F2),Au 242.80,0.053
Puntual Noroeste,Au 242.80,0.055
Tubo 3,Au 242.80,0.045
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.016
Celda # 11-A,Au 242.80,0.066
Celda # 11-B,Au 242.80,0.013
Celda # 11-C,Au 242.80,0.048
Celda # 6-F2,Au 242.80,0.034
NE Tubo 1,Au 242.80,0.005
Celda #5-9,Au 242.80,0.161
NE Tubo 2,Au 242.80,0.101
NE Tubo 4,Au 242.80,0.083
NE Tubo 5,Au 242.80,0.059
NE Tubo 6,Au 242.80,0.042
NE Tubo 7,Au 242.80,0.041
Barren Patios,Au 242.80,0.015
Especial 1,Au 242.80,0.255
Especial 2,Au 242.80,0.14
Especial 3,Au 242.80,0.064
Especial 4,Au 242.80,0.127
Especial 5,Au 242.80,0.15
