Analista,,,,,,,,,,
Fecha de inicio,01/02/2023 12:29 a. m.  GMT: 01/02/2023 06:29 a. m.,,,,,,,,,
Hoja de trabajo,SA000205_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.506,,mg/L,2.3,0.0164,-0.001,0.0168,0.0162,0.0161
,BLANCO,0.0068,,mg/L,>100,0.0002,-0.0002,-0.0001,0.0005,0.0003
,BLANCO REACTIVO,0,,mg/L,31.6,-0.0007,-0.0001,-0.0008,-0.0008,-0.0004
,SA000205-001,0.0321,,mg/L,2.1,0.0045,0,0.0046,0.0045,0.0044
,SA000205-002,0.0322,,mg/L,4,0.0045,0.0001,0.0044,0.0047,0.0043
,SA000205-003,0.0379,,mg/L,7.6,0.0053,0,0.0058,0.0052,0.005
,SA000205-004,0.1233,,mg/L,1.7,0.0171,0,0.017,0.0174,0.0169
,SA000205-005,0.4149,,mg/L,0.5,0.0569,0.0004,0.0572,0.0566,0.0569
,PATRON,0.5071,,mg/L,0.9,0.0164,-0.0001,0.0163,0.0166,0.0163
,SA000205-006,0.042,,mg/L,3.4,0.0059,0.0002,0.0056,0.006,0.006
,SA000205-007,0.2514,,mg/L,0.7,0.0347,0.0004,0.0347,0.0349,0.0344
,SA000205-008,3.1277,,mg/L,0.4,0.043,0,0.0429,0.0432,0.0429
,SA000205-009,0.1206,,mg/L,0.7,0.0168,0.0003,0.0166,0.0168,0.0168
,SA000205-010,0.113,,mg/L,0.8,0.0157,0.0004,0.0156,0.0157,0.0158
,PATRON,0.4999,,mg/L,0.4,0.0162,-0.0001,0.0161,0.0162,0.0162
,BLANCO,-0.0003,,mg/L,>100,0,0.0006,-0.0002,0,0.0002
,BLANCO REACTIVO,0,,mg/L,50.6,-0.0006,-0.0002,-0.0009,-0.0006,-0.0003
,SA000205-011,0.1412,,mg/L,0.7,0.0196,0.0001,0.0198,0.0195,0.0195
,SA000205-012,0.4538,,mg/L,0.8,0.0619,0.0003,0.0616,0.0617,0.0625
,SA000205-013,0.1079,,mg/L,0.9,0.015,0.0004,0.0151,0.0149,0.0149
,SA000205-014,0.1102,,mg/L,0.7,0.0153,0.0002,0.0153,0.0154,0.0152
,SA000205-015,0.1007,,mg/L,2.3,0.014,0.0005,0.0137,0.0141,0.0143
,PATRON,0.4944,,mg/L,1.5,0.016,-0.0002,0.0163,0.0158,0.0159
,SA000205-016,0.7802,,mg/L,0.3,0.1056,0.0005,0.106,0.1055,0.1054
,SA000205-017,0.5174,,mg/L,0.8,0.0704,0.0004,0.0699,0.0704,0.071
,SA000205-018,0.6253,,mg/L,0.2,0.0849,0.0005,0.0847,0.0849,0.0851
,SA000205-019,-0.0003,,mg/L,>100,0,0.0002,0.0003,-0.0003,-0.0001
,SA000205-020,0.6063,,mg/L,0.4,0.0823,0.0002,0.0826,0.0823,0.082
,PATRON,0.4948,,mg/L,0.4,0.016,0,0.0161,0.0159,0.016
,BLANCO,0.0083,,mg/L,46.9,0.0003,0.0003,0.0003,0.0002,0.0004
,BLANCO REACTIVO,0,,mg/L,6.6,-0.0007,-0.0001,-0.0007,-0.0006,-0.0007
,SA000205-021,12.3463,,mg/L,0.2,0.1646,0.0005,0.1647,0.1649,0.1642
,SA000205-022,0.1401,,mg/L,2,0.0194,0.0003,0.0195,0.019,0.0198
,SA000205-023,0.1843,,mg/L,0.5,0.0255,0.0005,0.0254,0.0256,0.0254
,SA000205-024,0.077,,mg/L,1.1,0.0107,0.0004,0.0106,0.0108,0.0107
,SA000205-025,0.4101,,mg/L,0.4,0.0561,0.0004,0.0559,0.0563,0.0561
,PATRON,0.4914,,mg/L,1.5,0.0159,0.0003,0.016,0.0156,0.016
,SA000205-026,0.2581,,mg/L,0.5,0.0356,0.0003,0.0355,0.0356,0.0358
,SA000205-027,0.0021,,mg/L,>100,0.0003,0.0003,-0.0003,0.0008,0.0004
,SA000205-028,0.1319,,mg/L,0.8,0.0183,0.0003,0.0185,0.0183,0.0182
,SA000205-029,0.2322,,mg/L,1.5,0.032,0.0004,0.0316,0.032,0.0325
,SA000205-030,0.6868,,mg/L,0.2,0.0931,0.0007,0.0929,0.093,0.0933
,PATRON,0.4971,,mg/L,1.1,0.0161,0.0001,0.0162,0.0161,0.0159
,BLANCO,-0.0044,,mg/L,75.1,-0.0001,0.0005,0,-0.0002,-0.0002
,BLANCO REACTIVO,0,,mg/L,13.1,-0.0009,0,-0.0008,-0.001,-0.0008
,SA000203-031,0.4536,,mg/L,2.3,0.0147,0.0004,0.0147,0.015,0.0143
,SA000203-032,0.3372,,mg/L,2.3,0.0109,0.0003,0.0108,0.0112,0.0108
,PATRON,0.5008,,mg/L,1.2,0.0162,0.0004,0.016,0.0164,0.0161
,BLANCO,0.0015,,mg/L,>100,0,0.0008,0.0001,-0.0002,0.0003
,BLANCO REACTIVO,0,,mg/L,16.5,-0.0009,-0.0001,-0.0008,-0.0008,-0.0011
