Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.714
Comp. Cola Columna,Untitled 000,0.358
Barren,Untitled 000,0.369
Cabeza puntual retorno,Untitled 000,0.693
Columna #1,Untitled 000,0.692
Columna #2,Untitled 000,0.574
Columna #3,Untitled 000,0.486
Columna #4,Untitled 000,0.416
Columna #5,Untitled 000,0.366
Celda # 11-A,Untitled 000,0.089
Celda # 11-B,Untitled 000,0.067
Celda # 11-C,Untitled 000,0.034
Celda #5-9,Untitled 000,0.037
Celda #(F1+F2),Untitled 000,0.748
NE Tubo 1,Untitled 000,0.029
NE Tubo 2,Untitled 000,0.423
NE Tubo 4,Untitled 000,0.545
NE Tubo 5,Untitled 000,0.09
NE Tubo 6,Untitled 000,0.288
NE Tubo 7,Untitled 000,1.429
Puntual Noroeste,Untitled 000,0.917
Tubo 3,Untitled 000,1.536
Especial 1,Untitled 000,0.075
Especial 2,Untitled 000,0.066
Especial 3,Untitled 000,0.327
Especial 4,Untitled 000,0.496
Especial 5,Untitled 000,0.072
