Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.073
Cabeza puntual retorno,Au 242.80,0.07
Celda #(F1+F2),Au 242.80,0.07
Puntual Noroeste,Au 242.80,0.068
Tubo 3,Au 242.80,0.131
NE Tubo 2,Au 242.80,0.03
NE Tubo 4,Au 242.80,0.036
Especial 1,Au 242.80,0.135
Especial 2,Au 242.80,0.022
Especial 3,Au 242.80,0.025
Especial 4,Au 242.80,0.021
Especial 5,Au 242.80,0.025
Columna #1,Au 242.80,0.043
Columna #2,Au 242.80,0.03
Columna #3,Au 242.80,0.024
Columna #4,Au 242.80,0.016
Columna #5,Au 242.80,0.008
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.01
Barren Patios,Au 242.80,0.011
NE Tubo 1,Au 242.80,0.008
NE Tubo 5,Au 242.80,0.041
NE Tubo 6,Au 242.80,0.025
NE Tubo 7,Au 242.80,0.041
Celda # 11-A,Au 242.80,0.006
Celda # 11-B,Au 242.80,0.004
Celda # 11-C,Au 242.80,0.008
Celda #5-9,Au 242.80,0.016
