"Analista","JUDAS"
"Fecha de inicio","10/24/2023 10:52 AM  GMT: 10/24/2023 5:52 PM"
"Hoja de trabajo","LC001480_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"10/24/2023","11:14:10 AM","PATRON",0.9005,"","mg/L"
"10/24/2023","11:14:34 AM","BLANCO",-0.0032,"","mg/L"
"10/24/2023","11:14:44 AM","BLANCO REACTIVO REAG",-0.0065,"","mg/L"
"10/24/2023","11:15:02 AM","LC001480-001",0.0686,"","mg/L"
"10/24/2023","11:15:20 AM","LC001480-002",0.2524,"","mg/L"
"10/24/2023","11:15:34 AM","LC001480-003",0.2196,"","mg/L"
"10/24/2023","11:15:48 AM","LC001480-004",0.0002,"","mg/L"
"10/24/2023","11:16:00 AM","LC001480-005",0.3303,"","mg/L"
"10/24/2023","11:16:12 AM","LC001480-006",0.9046,"","mg/L"
"10/24/2023","11:16:34 AM","PATRON",0.9038,"","mg/L"
"10/24/2023","11:16:54 AM","LC001480-007",0.5892,"","mg/L"
"10/24/2023","11:17:12 AM","LC001480-008","OVER","R","mg/L"
"10/24/2023","11:17:26 AM","LC001480-009","OVER","R","mg/L"
"10/24/2023","11:17:40 AM","LC001480-010",0.0077,"","mg/L"
"10/24/2023","11:17:54 AM","LC001480-011",0.5297,"","mg/L"
"10/24/2023","11:18:08 AM","LC001480-012",0.0071,"","mg/L"
"10/24/2023","11:18:20 AM","PATRON",0.9149,"","mg/L"
"10/24/2023","11:18:32 AM","LC001480-013","OVER","R","mg/L"
"10/24/2023","11:18:42 AM","LC001480-014","OVER","R","mg/L"
"10/24/2023","11:19:04 AM","LC001480-015","OVER","R","mg/L"
"10/24/2023","11:19:22 AM","LC001480-016","OVER","R","mg/L"
"10/24/2023","11:19:36 AM","LC001480-017",0.3631,"","mg/L"
"10/24/2023","11:19:54 AM","LC001480-018",0.3538,"","mg/L"
"10/24/2023","11:20:28 AM","PATRON",0.9208,"","mg/L"
"10/24/2023","11:20:58 AM","LC001480-019",0.4529,"","mg/L"
"10/24/2023","11:21:08 AM","LC001480-020",0.3337,"","mg/L"
"10/24/2023","11:21:22 AM","LC001480-021",0.5607,"","mg/L"
"10/24/2023","11:21:34 AM","LC001480-022",0.1715,"","mg/L"
"10/24/2023","11:21:50 AM","LC001480-023",1.3293,"","mg/L"
"10/24/2023","11:22:00 AM","LC001480-024",0.9374,"","mg/L"
"10/24/2023","11:22:16 AM","PATRON",0.9192,"","mg/L"
"10/24/2023","11:22:16 AM","PATRON","","","mg/L"

"Método: Au AU ALTO (Llama)"


"10/24/2023","11:26:40 AM","LC001480-008",2.2667,"","mg/L"
"10/24/2023","11:26:54 AM","LC001480-009",2.0751,"","mg/L"
"10/24/2023","11:27:14 AM","LC001480-013",1.6373,"","mg/L"
"10/24/2023","11:27:26 AM","LC001480-014",4.1999,"","mg/L"
"10/24/2023","11:27:36 AM","LC001480-015",5.8777,"","mg/L"
"10/24/2023","11:27:48 AM","LC001480-016",3.2145,"","mg/L"
"10/24/2023","11:27:48 AM","PATRON","","","mg/L"
