Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.120
Cabeza puntual retorno,Au 242.80,0.123
Celda #(F1+F2),Au 242.80,0.125
Puntual Noroeste,Au 242.80,0.078
Tubo 3,Au 242.80,0.083
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.014
Celda # 11-A,Au 242.80,0.067
Celda # 11-B,Au 242.80,0.037
Celda # 11-C,Au 242.80,0.054
Celda #5-9,Au 242.80,0.063
NE Tubo 1,Au 242.80,0.014
NE Tubo 2,Au 242.80,0.195
NE Tubo 4,Au 242.80,0.031
NE Tubo 5,Au 242.80,0.032
NE Tubo 6,Au 242.80,0.044
NE Tubo 7,Au 242.80,0.012
Barren Patios,Au 242.80,0.020
Especial 1,Au 242.80,0.154
Especial 2,Au 242.80,0.078
Especial 3,Au 242.80,0.026
Especial 4,Au 242.80,0.027
Especial 5,Au 242.80,0.062
Columna #1,Au 242.80,0.108
Columna #2,Au 242.80,0.048
Columna #3,Au 242.80,0.025
Columna #4,Au 242.80,0.013
Columna #5,Au 242.80,0.015
