Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.234
Comp. Cola Columna,Untitled 000,1.735
Barren,Untitled 000,1.526
Cabeza puntual retorno,Untitled 000,2.307
Celda # 11-A,Untitled 000,0.567
Celda # 11-B,Untitled 000,0.060
Celda # 11-C,Untitled 000,4.507
Celda # 6-F2,Untitled 000,1.148
Celda #5-9,Untitled 000,0.057
Celda #(F1+F2),Untitled 000,2.421
NE Tubo 1,Untitled 000,0.038
NE Tubo 2,Untitled 000,0.640
NE Tubo 4,Untitled 000,3.769
NE Tubo 5,Untitled 000,3.422
NE Tubo 6,Untitled 000,1.805
NE Tubo 7,Untitled 000,0.984
Puntual Noroeste,Untitled 000,2.435
Barren Patios,Untitled 000,1.635
Tubo 3,Untitled 000,2.620
Especial 1,Untitled 000,0.083
Especial 2,Untitled 000,0.050
Especial 3,Untitled 000,0.936
Especial 4,Untitled 000,2.182
Especial 5,Untitled 000,0.147
Especial 6,Untitled 000,0.025
