Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.617
Comp. Cola Columna,Untitled 000,0.443
Barren,Untitled 000,0.455
Cabeza puntual retorno,Untitled 000,0.600
Celda # 11-A,Untitled 000,0.056
Celda # 11-B,Untitled 000,0.042
Celda # 11-C,Untitled 000,0.039
Celda # 6-F2,Untitled 000,0.895
Celda #5-9,Untitled 000,0.975
Celda #(F1+F2),Untitled 000,0.546
NE Tubo 1,Untitled 000,0.026
NE Tubo 2,Untitled 000,0.815
NE Tubo 4,Untitled 000,0.721
NE Tubo 5,Untitled 000,0.269
NE Tubo 6,Untitled 000,0.100
NE Tubo 7,Untitled 000,0.198
Puntual Noroeste,Untitled 000,0.441
Barren Patios,Untitled 000,0.413
Tubo 3,Untitled 000,0.461
Especial 1,Untitled 000,0.043
Especial 2,Untitled 000,0.049
Especial 3,Untitled 000,0.141
Especial 4,Untitled 000,0.116
Especial 5,Untitled 000,0.086
