"Analista",""
"Fecha de inicio","02:39 p. m. 23/01/2023"
"Hoja de trabajo","Sa000121_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag (Llama)"

"Ag","PATRON",1.0091,"","mg/L",0.5,0.1351,0.1354,0.1344,0.1357
"Ag","BLANCO",0.0001,"","mg/L",">100",0.0000,0.0001,0.0000,-0.0001
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",48.7,0.0002,0.0002,0.0001,0.0002
"Ag","SA000121-001",1.9030,"","mg/L",0.4,0.0104,0.0104,0.0105,0.0104
"Ag","SA000121-002",2.3818,"","mg/L",0.3,0.0131,0.0131,0.0131,0.0130
"Ag","SA000121-003",2.3829,"","mg/L",1.7,0.0131,0.0130,0.0133,0.0129
"Ag","SA000121-004",3.0789,"","mg/L",0.4,0.0168,0.0168,0.0169,0.0168
"Ag","SA000121-005",3.1112,"","mg/L",1.0,0.0170,0.0172,0.0168,0.0170
"Ag","PATRON",1.0070,"","mg/L",0.9,0.1349,0.1363,0.1344,0.1339
"Ag","SA000121-006",-0.0009,"","mg/L",42.9,-0.0001,-0.0001,0.0000,-0.0001
"Ag","SA000121-007",0.0713,"","mg/L",7.8,0.0004,0.0004,0.0004,0.0004
"Ag","SA000121-008",25.6920,"","mg/L",1.8,0.1379,0.1355,0.1405,0.1377
"Ag","PATRON",1.0121,"","mg/L",0.5,0.1355,0.1348,0.1361,0.1357
"Ag","BLANCO",-0.0008,"","mg/L",32.8,-0.0001,-0.0001,-0.0001,-0.0001
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0002,0.0007,0.0000,-0.0001
