Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.159
Cabeza puntual retorno,Au 242.80,0.157
Celda #(F1+F2),Au 242.80,0.168
Puntual Noroeste,Au 242.80,0.165
Barren Patios,Au 242.80,0.020
Tubo 3,Au 242.80,0.135
Comp. Cola Columna,Au 242.80,0.010
Barren,Au 242.80,0.012
Celda # 11-A,Au 242.80,0.090
Celda # 11-B,Au 242.80,0.020
Celda # 11-C,Au 242.80,0.006
Celda # 6-F2,Au 242.80,0.024
Celda #5-9,Au 242.80,0.016
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.222
NE Tubo 4,Au 242.80,0.180
NE Tubo 5,Au 242.80,0.181
NE Tubo 6,Au 242.80,0.200
NE Tubo 7,Au 242.80,0.058
Especial 1,Au 242.80,0.027
Especial 2,Au 242.80,0.048
Especial 3,Au 242.80,0.071
Especial 4,Au 242.80,0.053
Especial 5,Au 242.80,0.045
