Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.1
Cabeza puntual retorno,Au 242.80,0.095
Celda #(F1+F2),Au 242.80,0.118
15 LC,Au 242.80,0.262
Puntual Noroeste,Au 242.80,0.116
Tubo 3,Au 242.80,0.133
Especial 1,Au 242.80,0.064
Especial 2,Au 242.80,0.095
Especial 3,Au 242.80,0.032
Especial 4,Au 242.80,0.022
Especial 5,Au 242.80,0.089
Barren,Au 242.80,0.005
Comp. Cola Columna,Au 242.80,0.007
Celda # 11-A,Au 242.80,0.011
Celda # 11-B,Au 242.80,0.006
Celda # 11-C,Au 242.80,0.01
Celda # 6-F2,Au 242.80,0.049
Celda #5-9,Au 242.80,0.054
NE Tubo 1,Au 242.80,0.003
NE Tubo 2,Au 242.80,0.095
NE Tubo 4,Au 242.80,0.022
NE Tubo 5,Au 242.80,0.033
NE Tubo 7,Au 242.80,0.063
Barren Patios,Au 242.80,0.003
